maintenance_id,equipment_id,unit_id,maintenance_type,maintenance_date,completion_date,downtime_days,maintenance_cost,maintenance_status,failure_category
M-01678,E-00525,U-005,Corrective,2025-08-01,2025-08-11,7,6949.49,Completed,Electrical
M-01679,E-00216,U-049,Corrective,2026-03-08,2026-03-09,9,23867.54,In Progress,Power
M-01680,E-00651,U-023,Preventive,2025-12-23,2025-12-25,2,12671.06,In Progress,No Failure
M-01681,E-00383,U-044,Preventive,2025-05-30,2025-06-07,5,8386.74,Completed,Software
M-01682,E-01328,U-015,Corrective,2025-11-10,2025-11-22,6,7865.71,Completed,Software
M-01683,E-01060,U-060,Inspection,2026-03-24,2026-03-25,14,17019.21,Completed,Mechanical
M-01684,E-01569,U-048,Preventive,2025-08-24,2025-08-31,2,2928.79,Completed,Software
M-01685,E-01507,U-049,Preventive,2026-08-12,2026-08-14,4,23626.01,Overdue,Mechanical
M-01686,E-01583,U-027,Preventive,2025-03-02,2025-03-12,17,3299.46,Overdue,Software
M-01687,E-00926,U-036,Inspection,2025-04-24,2025-04-27,6,13150.53,In Progress,Mechanical
M-01688,E-01502,U-049,Corrective,2025-03-20,2025-04-01,9,15754.25,In Progress,Mechanical
M-01689,E-01303,U-053,Corrective,2025-07-16,2025-07-28,11,20610.29,Completed,Electrical
M-01690,E-00874,U-014,Inspection,2025-09-24,2025-09-27,16,6449.8,Overdue,Electrical
M-01691,E-01281,U-040,Corrective,2026-02-08,2026-02-13,18,2032.52,Completed,No Failure
M-01692,E-00685,U-030,Preventive,2025-03-13,2025-03-23,5,17621.55,In Progress,Power
M-01693,E-01678,U-046,Preventive,2025-10-05,2025-10-06,14,12571.37,In Progress,Software
M-01694,E-01059,U-024,Inspection,2025-08-28,2025-09-04,15,11739.91,Completed,No Failure
M-01695,E-01011,U-044,Inspection,2025-01-04,2025-01-16,5,6660.38,Completed,Software
M-01696,E-01249,U-060,Inspection,2025-08-17,2025-08-23,3,18038.53,Completed,Power
M-01697,E-01521,U-053,Corrective,2025-04-10,2025-04-18,6,1841.68,Completed,Power
M-01698,E-01621,U-009,Corrective,2026-03-19,2026-03-21,13,16251.83,Completed,No Failure
M-01699,E-00914,U-044,Inspection,2025-06-04,2025-06-10,4,17140.62,In Progress,Electrical
M-01700,E-00119,U-053,Corrective,2026-07-30,2026-08-09,14,19509.18,Completed,No Failure
M-01701,E-01136,U-047,Preventive,2025-10-05,2025-10-16,8,15807.23,Overdue,Software
M-01702,E-00370,U-035,Corrective,2026-05-04,2026-05-12,7,19056.54,Completed,Software
M-01703,E-00855,U-025,Preventive,2025-08-23,2025-08-27,12,1579.07,In Progress,Electrical
M-01704,E-01317,U-031,Corrective,2026-05-21,2026-05-22,11,9178.41,Overdue,No Failure
M-01705,E-01329,U-006,Corrective,2025-02-07,2025-02-08,2,13935.77,Completed,Electrical
M-01706,E-01282,U-034,Corrective,2025-07-11,2025-07-12,17,20821.56,In Progress,Mechanical
M-01707,E-00883,U-042,Corrective,2025-10-30,2025-11-01,10,19483.49,Completed,Mechanical
M-01708,E-00433,U-004,Preventive,2026-03-04,2026-03-11,2,9609.15,Overdue,Power
M-01709,E-01222,U-038,Corrective,2025-02-13,2025-02-20,3,14740.89,Overdue,Software
M-01710,E-00225,U-006,Inspection,2025-11-14,2025-11-23,7,10619.9,Overdue,Mechanical
M-01711,E-01250,U-001,Preventive,2025-01-15,2025-01-18,3,11523.01,In Progress,Software
M-01712,E-01708,U-003,Preventive,2025-04-06,2025-04-14,14,11252.71,In Progress,No Failure
M-01713,E-01420,U-029,Corrective,2025-02-11,2025-02-15,16,8805.27,Completed,No Failure
M-01714,E-00681,U-046,Corrective,2026-04-02,2026-04-13,5,22381.76,Overdue,Mechanical
M-01715,E-00108,U-041,Preventive,2026-07-06,2026-07-15,13,1376.57,Completed,Software
M-01716,E-00121,U-010,Corrective,2025-08-07,2025-08-15,10,14102.78,In Progress,Mechanical
M-01717,E-00811,U-005,Corrective,2026-04-29,2026-05-03,11,23591.23,In Progress,Power
M-01718,E-00530,U-055,Corrective,2026-05-21,2026-05-25,5,12663.49,Overdue,No Failure
M-01719,E-00350,U-054,Corrective,2025-02-28,2025-03-09,2,19182.55,Overdue,No Failure
M-01720,E-00425,U-045,Inspection,2026-05-20,2026-05-22,1,3334.07,Completed,Power
M-01721,E-01643,U-017,Inspection,2025-01-06,2025-01-09,8,6798.53,Completed,Electrical
M-01722,E-00020,U-053,Inspection,2025-01-26,2025-02-03,12,12482.1,Overdue,Software
M-01723,E-01652,U-048,Preventive,2025-12-29,2026-01-05,13,2567.01,Completed,Electrical
M-01724,E-00812,U-019,Corrective,2025-09-24,2025-09-29,2,7377.06,Overdue,Mechanical
M-01725,E-01526,U-031,Inspection,2026-02-13,2026-02-15,14,23985.95,Completed,Power
M-01726,E-01413,U-013,Corrective,2025-06-22,2025-07-04,15,3739.72,Completed,No Failure
M-01727,E-00698,U-013,Inspection,2025-10-03,2025-10-04,6,18242.17,Completed,Power
M-01728,E-01072,U-058,Corrective,2025-11-06,2025-11-12,11,14825.76,Completed,Software
M-01729,E-01204,U-040,Corrective,2025-11-21,2025-11-30,17,20303.39,In Progress,Software
M-01730,E-01180,U-028,Preventive,2025-08-11,2025-08-22,15,24491.14,In Progress,Power
M-01731,E-01796,U-060,Inspection,2025-03-06,2025-03-07,6,6215.32,In Progress,Software
M-01732,E-00903,U-055,Preventive,2026-02-25,2026-03-08,10,7939.69,Completed,Power
M-01733,E-01372,U-026,Preventive,2026-03-28,2026-04-04,2,15701.77,Completed,Software
M-01734,E-00675,U-011,Corrective,2026-03-25,2026-03-29,15,15269.83,In Progress,Electrical
M-01735,E-01544,U-028,Preventive,2025-08-10,2025-08-19,7,16521.15,Completed,Software
M-01736,E-00033,U-036,Preventive,2025-01-14,2025-01-19,6,16235.87,Overdue,Mechanical
M-01737,E-00322,U-011,Corrective,2025-07-27,2025-08-03,3,8274.95,Completed,No Failure
M-01738,E-01548,U-033,Corrective,2026-03-13,2026-03-20,1,20604.85,Overdue,Electrical
M-01739,E-00091,U-007,Preventive,2025-04-01,2025-04-08,14,21905.75,Overdue,Software
M-01740,E-00913,U-011,Inspection,2026-05-30,2026-06-02,10,3671.15,In Progress,Electrical
M-01741,E-00739,U-039,Preventive,2026-07-20,2026-07-30,7,14141.4,In Progress,Mechanical
M-01742,E-01439,U-056,Inspection,2025-02-12,2025-02-23,10,18186.53,Overdue,Mechanical
M-01743,E-00037,U-015,Inspection,2025-08-27,2025-09-05,13,5244.14,Completed,Mechanical
M-01744,E-00773,U-013,Inspection,2026-02-04,2026-02-05,17,3435.19,In Progress,Mechanical
M-01745,E-01244,U-024,Corrective,2026-06-28,2026-06-29,5,15323.01,In Progress,Mechanical
M-01746,E-00462,U-028,Inspection,2025-07-07,2025-07-16,8,21711.8,In Progress,Power
M-01747,E-00046,U-035,Preventive,2026-05-06,2026-05-14,4,15640.23,In Progress,Software
M-01748,E-01426,U-035,Inspection,2026-05-24,2026-05-31,1,2354.72,Completed,Software
M-01749,E-01456,U-050,Preventive,2025-08-20,2025-08-25,11,2225.76,Overdue,Software
M-01750,E-00306,U-047,Corrective,2025-09-15,2025-09-20,3,12944.83,Completed,Electrical
M-01751,E-01148,U-005,Preventive,2026-06-18,2026-06-23,16,18942.69,Overdue,Mechanical
M-01752,E-00297,U-036,Preventive,2025-12-25,2026-01-02,10,5948.15,Completed,No Failure
M-01753,E-01681,U-060,Inspection,2025-07-24,2025-07-30,2,16433.94,Completed,Electrical
M-01754,E-01042,U-004,Corrective,2026-03-15,2026-03-23,11,8684.2,Completed,Mechanical
M-01755,E-00390,U-044,Corrective,2025-11-23,2025-12-04,13,17968.0,Overdue,Power
M-01756,E-00804,U-030,Preventive,2026-04-09,2026-04-13,13,2165.07,Completed,Mechanical
M-01757,E-00967,U-041,Preventive,2025-10-15,2025-10-21,3,20858.89,Overdue,Power
M-01758,E-00307,U-054,Corrective,2025-11-20,2025-11-27,3,16210.98,Overdue,Power
M-01759,E-01433,U-010,Inspection,2025-09-28,2025-10-02,14,7892.48,In Progress,No Failure
M-01760,E-00909,U-006,Preventive,2026-06-25,2026-07-07,15,17189.15,Overdue,Electrical
M-01761,E-00971,U-013,Preventive,2025-07-27,2025-08-03,3,6880.59,In Progress,No Failure
M-01762,E-00164,U-060,Inspection,2026-05-20,2026-05-25,3,15088.93,In Progress,No Failure
M-01763,E-01487,U-012,Preventive,2025-03-03,2025-03-15,5,8521.39,Overdue,Software
M-01764,E-01619,U-032,Inspection,2025-07-27,2025-08-02,14,20810.12,In Progress,Software
M-01765,E-00511,U-003,Corrective,2026-07-25,2026-08-02,16,9869.42,In Progress,No Failure
M-01766,E-00275,U-017,Corrective,2025-08-18,2025-08-26,4,7436.44,Completed,Power
M-01767,E-00926,U-036,Inspection,2025-10-07,2025-10-08,5,13526.71,Completed,Electrical
M-01768,E-01677,U-005,Inspection,2025-12-31,2026-01-07,11,4930.56,Completed,Electrical
M-01769,E-00981,U-043,Corrective,2026-01-06,2026-01-09,15,9560.95,In Progress,Mechanical
M-01770,E-01381,U-030,Preventive,2025-09-22,2025-09-26,10,14811.58,Overdue,Software
M-01771,E-00506,U-035,Corrective,2026-04-05,2026-04-15,12,8566.26,In Progress,Mechanical
M-01772,E-01287,U-051,Preventive,2025-06-23,2025-07-04,2,21472.93,In Progress,Electrical
M-01773,E-00069,U-005,Corrective,2025-12-06,2025-12-11,16,21707.31,In Progress,Software
M-01774,E-01795,U-058,Inspection,2025-07-25,2025-08-05,1,2167.52,Overdue,Electrical
M-01775,E-00789,U-059,Corrective,2025-06-18,2025-06-19,9,21511.82,Overdue,Software
M-01776,E-00679,U-020,Inspection,2025-05-31,2025-06-08,3,21356.58,In Progress,Software
M-01777,E-00478,U-032,Inspection,2025-10-05,2025-10-16,9,6005.4,Completed,Software
M-01778,E-01270,U-034,Inspection,2026-04-23,2026-04-27,18,8289.04,In Progress,Power
M-01779,E-01645,U-034,Preventive,2025-10-15,2025-10-18,9,20593.19,Overdue,No Failure
M-01780,E-00618,U-043,Inspection,2026-03-11,2026-03-20,13,17713.88,Overdue,Software
M-01781,E-01457,U-019,Inspection,2026-07-26,2026-08-05,2,13711.94,In Progress,Electrical
M-01782,E-00409,U-027,Inspection,2025-09-19,2025-09-22,16,4556.17,In Progress,Electrical
M-01783,E-00213,U-035,Corrective,2025-04-25,2025-05-03,18,11674.54,In Progress,Software
M-01784,E-00175,U-006,Corrective,2025-12-16,2025-12-18,13,4343.06,Overdue,Electrical
M-01785,E-00434,U-035,Corrective,2026-01-23,2026-01-25,8,18680.29,Overdue,Electrical
M-01786,E-00405,U-056,Corrective,2025-03-06,2025-03-07,7,22692.2,Overdue,No Failure
M-01787,E-00815,U-058,Corrective,2026-03-12,2026-03-24,4,10892.85,In Progress,Electrical
M-01788,E-01265,U-010,Inspection,2026-07-13,2026-07-25,14,12248.21,In Progress,Power
M-01789,E-01509,U-025,Inspection,2025-03-19,2025-03-22,6,8144.5,Overdue,Power
M-01790,E-00258,U-020,Corrective,2025-09-21,2025-09-28,18,10878.39,Completed,Electrical
M-01791,E-00210,U-013,Corrective,2026-02-06,2026-02-08,9,13210.91,Overdue,Mechanical
M-01792,E-00943,U-010,Corrective,2025-05-25,2025-06-02,18,9579.76,Completed,Power
M-01793,E-00647,U-012,Inspection,2025-06-04,2025-06-13,2,24536.61,Completed,Software
M-01794,E-00388,U-036,Preventive,2025-10-27,2025-10-31,15,6359.83,In Progress,Mechanical
M-01795,E-00264,U-006,Corrective,2025-10-20,2025-10-22,3,8973.61,In Progress,Software
M-01796,E-00381,U-056,Preventive,2025-07-05,2025-07-14,4,20752.99,In Progress,No Failure
M-01797,E-00911,U-010,Inspection,2025-04-05,2025-04-06,15,20659.49,In Progress,Electrical
M-01798,E-00967,U-041,Inspection,2026-03-14,2026-03-24,7,20754.34,Completed,Power
M-01799,E-00200,U-012,Corrective,2026-02-05,2026-02-11,8,14061.65,Completed,Electrical
M-01800,E-00607,U-004,Corrective,2025-06-15,2025-06-21,1,21453.62,In Progress,Power
M-01801,E-00498,U-058,Inspection,2025-06-29,2025-07-01,2,2955.69,In Progress,Mechanical
M-01802,E-01430,U-002,Corrective,2026-02-18,2026-02-24,3,7659.73,Overdue,Software
M-01803,E-00734,U-060,Corrective,2026-08-08,2026-08-16,2,6195.58,Overdue,Electrical
M-01804,E-00004,U-012,Corrective,2026-01-05,2026-01-14,5,9557.43,Completed,Power
M-01805,E-00085,U-051,Corrective,2025-03-10,2025-03-14,11,8012.1,In Progress,Power
M-01806,E-01609,U-046,Corrective,2026-02-10,2026-02-20,17,13132.62,Completed,Electrical
M-01807,E-01026,U-054,Preventive,2026-03-20,2026-03-27,10,24582.77,In Progress,Mechanical
M-01808,E-01187,U-009,Preventive,2026-06-04,2026-06-05,13,23306.1,Completed,Power
M-01809,E-01606,U-026,Corrective,2026-02-27,2026-03-03,5,16027.1,In Progress,No Failure
M-01810,E-00563,U-050,Inspection,2025-05-24,2025-05-29,5,15591.76,Completed,No Failure
M-01811,E-00184,U-023,Corrective,2025-06-29,2025-07-07,9,23946.7,Overdue,Mechanical
M-01812,E-00103,U-007,Inspection,2026-03-18,2026-03-29,16,13766.63,Completed,No Failure
M-01813,E-01180,U-028,Inspection,2025-08-01,2025-08-09,5,21933.88,Completed,Power
M-01814,E-00038,U-043,Inspection,2025-08-09,2025-08-12,17,5203.26,Overdue,No Failure
M-01815,E-00215,U-031,Preventive,2026-01-13,2026-01-24,12,15731.13,In Progress,Electrical
M-01816,E-00873,U-049,Corrective,2025-03-22,2025-03-31,2,18216.16,In Progress,Software
M-01817,E-00071,U-042,Preventive,2025-09-01,2025-09-06,1,650.24,In Progress,Mechanical
M-01818,E-01783,U-013,Inspection,2026-03-07,2026-03-08,3,20194.43,Completed,No Failure
M-01819,E-01680,U-051,Preventive,2025-10-08,2025-10-12,14,523.82,In Progress,Electrical
M-01820,E-00537,U-020,Preventive,2025-07-20,2025-07-22,4,3433.06,In Progress,Mechanical
M-01821,E-01177,U-050,Inspection,2025-12-07,2025-12-18,5,14659.17,Overdue,Electrical
M-01822,E-01220,U-058,Inspection,2025-04-21,2025-04-28,2,15255.56,Completed,Power
M-01823,E-00777,U-043,Preventive,2025-10-27,2025-11-04,14,8266.36,Overdue,Software
M-01824,E-00264,U-006,Corrective,2025-01-19,2025-01-29,10,13779.81,Completed,Electrical
M-01825,E-00052,U-017,Preventive,2026-08-07,2026-08-09,14,20700.21,Completed,No Failure
M-01826,E-01549,U-029,Corrective,2025-03-26,2025-04-06,7,24755.71,In Progress,No Failure
M-01827,E-01279,U-027,Corrective,2026-01-30,2026-02-03,10,9416.01,Completed,Mechanical
M-01828,E-01245,U-044,Preventive,2026-05-20,2026-05-23,2,573.07,Overdue,Electrical
M-01829,E-00069,U-005,Corrective,2025-04-30,2025-05-04,11,5435.8,Overdue,No Failure
M-01830,E-00735,U-035,Preventive,2025-08-14,2025-08-20,14,18752.96,In Progress,Software
M-01831,E-01120,U-021,Inspection,2026-07-30,2026-08-11,18,927.27,In Progress,Software
M-01832,E-01015,U-053,Corrective,2025-02-14,2025-02-21,9,14008.51,Overdue,Mechanical
M-01833,E-00661,U-015,Preventive,2025-12-31,2026-01-11,13,14469.18,Completed,Power
M-01834,E-01470,U-036,Preventive,2025-10-17,2025-10-23,15,19039.62,Overdue,Mechanical
M-01835,E-00205,U-010,Inspection,2025-03-24,2025-04-03,7,9555.33,Overdue,No Failure
M-01836,E-01284,U-049,Preventive,2025-01-02,2025-01-11,3,17493.5,In Progress,Electrical
M-01837,E-00903,U-055,Inspection,2025-01-28,2025-02-08,12,4301.75,Overdue,Mechanical
M-01838,E-01386,U-007,Corrective,2026-06-01,2026-06-10,2,6898.45,Completed,Software
M-01839,E-00534,U-013,Inspection,2025-05-28,2025-05-29,2,24917.14,Overdue,Software
M-01840,E-01203,U-045,Corrective,2025-05-27,2025-06-05,11,12359.68,Completed,Software
M-01841,E-01465,U-020,Preventive,2026-07-12,2026-07-16,16,1080.82,In Progress,Electrical
M-01842,E-00423,U-055,Preventive,2025-03-26,2025-03-27,12,24195.48,Overdue,Electrical
M-01843,E-01161,U-003,Inspection,2025-11-10,2025-11-16,7,17451.67,In Progress,Mechanical
M-01844,E-01066,U-039,Inspection,2026-04-15,2026-04-17,7,6780.45,Completed,Software
M-01845,E-00715,U-044,Corrective,2025-05-01,2025-05-02,11,1903.7,Completed,Software
M-01846,E-00207,U-007,Inspection,2025-09-06,2025-09-18,13,2336.65,Completed,No Failure
M-01847,E-00077,U-014,Inspection,2025-10-10,2025-10-16,10,18339.82,Completed,Power
M-01848,E-01397,U-026,Inspection,2025-07-16,2025-07-21,17,23168.41,Completed,Software
M-01849,E-00583,U-012,Preventive,2025-11-30,2025-12-06,11,22160.13,Overdue,Software
M-01850,E-00789,U-059,Corrective,2025-05-30,2025-06-05,14,2418.77,In Progress,No Failure
M-01851,E-00319,U-036,Inspection,2026-08-01,2026-08-09,2,2035.23,Completed,Software
M-01852,E-00391,U-058,Preventive,2025-05-13,2025-05-19,5,14925.92,Completed,Electrical
M-01853,E-01652,U-048,Preventive,2026-03-18,2026-03-20,4,22178.13,In Progress,Software
M-01854,E-00480,U-025,Corrective,2025-06-11,2025-06-23,2,15173.33,Overdue,Mechanical
M-01855,E-01551,U-029,Inspection,2025-05-19,2025-05-26,3,3727.01,In Progress,Electrical
M-01856,E-01463,U-044,Corrective,2026-08-01,2026-08-10,3,22963.28,Overdue,No Failure
M-01857,E-00004,U-012,Preventive,2025-03-20,2025-03-23,7,5871.65,Overdue,No Failure
M-01858,E-00252,U-047,Corrective,2026-03-06,2026-03-16,13,8762.86,In Progress,Electrical
M-01859,E-01333,U-016,Preventive,2026-04-21,2026-04-24,8,13934.63,Overdue,Power
M-01860,E-00796,U-042,Corrective,2026-06-02,2026-06-04,10,6400.7,In Progress,Electrical
M-01861,E-00348,U-039,Inspection,2025-06-29,2025-06-30,16,6964.06,Overdue,No Failure
M-01862,E-00643,U-024,Inspection,2025-07-24,2025-08-04,1,8897.11,Overdue,Mechanical
M-01863,E-00016,U-048,Preventive,2025-10-04,2025-10-13,3,11181.83,Completed,Electrical
M-01864,E-00313,U-038,Corrective,2025-12-06,2025-12-14,6,2601.72,Overdue,Software
M-01865,E-01005,U-059,Corrective,2025-07-09,2025-07-14,4,23858.91,In Progress,Software
M-01866,E-00163,U-044,Inspection,2025-12-25,2026-01-02,17,18818.99,Overdue,No Failure
M-01867,E-00765,U-030,Corrective,2025-12-14,2025-12-16,18,8143.65,In Progress,Mechanical
M-01868,E-00343,U-050,Corrective,2026-03-11,2026-03-15,11,3943.74,Completed,Electrical
M-01869,E-00407,U-038,Inspection,2025-05-12,2025-05-17,5,6979.98,Overdue,Electrical
M-01870,E-01318,U-012,Inspection,2025-06-25,2025-07-04,2,16747.29,Completed,Power
M-01871,E-01265,U-010,Inspection,2025-03-19,2025-03-27,6,9906.98,Completed,Power
M-01872,E-01473,U-020,Preventive,2025-09-27,2025-09-28,10,15815.44,In Progress,Software
M-01873,E-01544,U-028,Preventive,2025-04-24,2025-04-26,10,9390.99,In Progress,Power
M-01874,E-01478,U-032,Preventive,2026-01-17,2026-01-18,7,1981.33,Completed,Mechanical
M-01875,E-01741,U-039,Preventive,2025-03-08,2025-03-09,1,3331.41,Completed,No Failure
M-01876,E-00577,U-009,Corrective,2026-03-11,2026-03-16,6,2549.41,Completed,Electrical
M-01877,E-01316,U-058,Inspection,2026-05-05,2026-05-16,1,24130.84,In Progress,Mechanical
M-01878,E-01360,U-036,Inspection,2025-05-22,2025-05-25,16,24161.58,Completed,Power
M-01879,E-00876,U-006,Inspection,2025-02-24,2025-03-01,15,10287.78,Overdue,Electrical
M-01880,E-01255,U-019,Corrective,2026-06-15,2026-06-27,6,9112.65,Overdue,Software
M-01881,E-00894,U-035,Preventive,2025-11-10,2025-11-12,7,9017.7,In Progress,Electrical
M-01882,E-01611,U-032,Inspection,2025-10-24,2025-11-03,13,11566.65,Overdue,Electrical
M-01883,E-01448,U-032,Preventive,2026-02-17,2026-02-21,14,12897.72,Completed,Electrical
M-01884,E-00232,U-037,Inspection,2025-04-19,2025-04-24,16,8197.36,Overdue,Mechanical
M-01885,E-01301,U-002,Preventive,2025-07-08,2025-07-09,4,2118.22,In Progress,No Failure
M-01886,E-01500,U-058,Preventive,2025-10-16,2025-10-19,12,23332.42,Overdue,Power
M-01887,E-00483,U-054,Preventive,2025-05-22,2025-05-31,3,20300.82,Completed,Power
M-01888,E-00229,U-023,Preventive,2026-02-21,2026-02-28,13,18596.89,Overdue,Electrical
M-01889,E-00630,U-018,Corrective,2025-11-11,2025-11-21,16,1471.87,Completed,No Failure
M-01890,E-01237,U-030,Inspection,2026-06-24,2026-07-04,11,22489.2,Completed,No Failure
M-01891,E-00758,U-024,Inspection,2026-05-21,2026-05-29,5,6376.98,Completed,Power
M-01892,E-01014,U-002,Corrective,2025-05-01,2025-05-12,12,23426.64,Overdue,Electrical
M-01893,E-00022,U-028,Corrective,2025-07-06,2025-07-11,5,5650.73,Completed,Mechanical
M-01894,E-00695,U-057,Inspection,2026-06-06,2026-06-18,10,17925.89,Overdue,Software
M-01895,E-01743,U-046,Corrective,2025-07-31,2025-08-02,9,11811.32,Overdue,Electrical
M-01896,E-00710,U-053,Inspection,2025-01-27,2025-02-07,1,9245.91,Overdue,Electrical
M-01897,E-01285,U-010,Preventive,2025-03-09,2025-03-17,17,6825.15,In Progress,Mechanical
M-01898,E-00101,U-015,Preventive,2025-03-03,2025-03-15,16,20719.85,Overdue,Software
M-01899,E-00524,U-038,Corrective,2025-06-24,2025-06-29,8,11318.23,Completed,Electrical
M-01900,E-00799,U-025,Preventive,2026-03-15,2026-03-20,10,13698.96,In Progress,Electrical
M-01901,E-00240,U-057,Inspection,2025-05-03,2025-05-12,3,10474.38,Overdue,Power
M-01902,E-01516,U-020,Inspection,2026-05-17,2026-05-25,8,7748.26,In Progress,Electrical
M-01903,E-00591,U-048,Corrective,2026-03-04,2026-03-13,10,9684.99,Completed,Electrical
M-01904,E-00482,U-051,Inspection,2025-09-06,2025-09-17,4,16194.4,Overdue,No Failure
M-01905,E-00651,U-023,Corrective,2026-03-02,2026-03-08,10,3462.25,Completed,Mechanical
M-01906,E-00568,U-004,Corrective,2025-12-27,2026-01-07,15,15130.72,Overdue,No Failure
M-01907,E-01483,U-046,Inspection,2026-04-17,2026-04-29,2,12166.56,In Progress,No Failure
M-01908,E-01705,U-060,Inspection,2025-11-13,2025-11-24,12,8766.06,Completed,No Failure
M-01909,E-00041,U-029,Corrective,2025-03-14,2025-03-18,4,19517.47,In Progress,No Failure
M-01910,E-00310,U-002,Preventive,2026-04-28,2026-05-04,6,3156.86,Completed,Software
M-01911,E-01283,U-025,Corrective,2026-07-22,2026-07-29,15,17420.98,In Progress,No Failure
M-01912,E-00752,U-041,Corrective,2026-01-10,2026-01-21,6,8499.63,Completed,Electrical
M-01913,E-00961,U-008,Inspection,2025-10-23,2025-11-01,12,11061.22,Completed,Electrical
M-01914,E-00631,U-060,Inspection,2025-06-09,2025-06-14,7,11225.27,Completed,Software
M-01915,E-01525,U-003,Preventive,2025-05-19,2025-05-20,6,3616.01,In Progress,No Failure
M-01916,E-00008,U-025,Corrective,2026-03-05,2026-03-15,13,1528.09,Completed,Electrical
M-01917,E-00698,U-013,Inspection,2025-06-10,2025-06-11,4,18242.41,Overdue,Electrical
M-01918,E-00859,U-018,Inspection,2025-02-18,2025-02-25,15,23789.61,In Progress,Power
M-01919,E-00766,U-037,Preventive,2025-02-04,2025-02-14,8,24787.24,Completed,Software
M-01920,E-00702,U-023,Inspection,2026-02-04,2026-02-14,7,19835.88,Completed,Mechanical
M-01921,E-01501,U-043,Corrective,2025-01-02,2025-01-14,12,1521.07,Overdue,Electrical
M-01922,E-01287,U-051,Inspection,2025-04-27,2025-05-09,11,22924.19,Overdue,Mechanical
M-01923,E-00559,U-059,Preventive,2025-12-26,2025-12-30,13,6626.1,In Progress,No Failure
M-01924,E-00212,U-040,Preventive,2025-01-28,2025-02-08,6,1313.09,Overdue,Electrical
M-01925,E-01007,U-013,Inspection,2026-02-18,2026-02-19,10,1932.67,In Progress,Power
M-01926,E-00502,U-058,Preventive,2025-07-10,2025-07-16,4,17564.9,In Progress,Mechanical
M-01927,E-00256,U-031,Corrective,2026-01-21,2026-01-31,6,22319.06,In Progress,No Failure
M-01928,E-00691,U-047,Corrective,2026-06-20,2026-06-26,8,2475.07,In Progress,Power
M-01929,E-00554,U-027,Preventive,2025-07-02,2025-07-03,16,20756.81,In Progress,Power
M-01930,E-00162,U-047,Corrective,2025-02-16,2025-02-24,6,4566.25,Overdue,Electrical
M-01931,E-00520,U-053,Inspection,2025-12-07,2025-12-17,7,18479.87,In Progress,Mechanical
M-01932,E-00337,U-038,Inspection,2026-07-08,2026-07-15,2,2510.02,In Progress,Electrical
M-01933,E-01368,U-044,Corrective,2026-06-27,2026-07-01,17,19193.01,Overdue,No Failure
M-01934,E-00242,U-017,Preventive,2025-04-17,2025-04-21,2,16496.43,Completed,Software
M-01935,E-00309,U-015,Inspection,2025-08-01,2025-08-05,12,23133.81,Completed,Power
M-01936,E-00431,U-033,Corrective,2026-04-22,2026-04-28,2,7109.1,Overdue,No Failure
M-01937,E-00815,U-058,Inspection,2025-09-05,2025-09-08,9,7327.1,Overdue,Software
M-01938,E-00818,U-059,Corrective,2026-07-17,2026-07-24,2,7329.13,Completed,Power
M-01939,E-00857,U-037,Corrective,2025-04-18,2025-04-30,12,8459.62,In Progress,Power
M-01940,E-00957,U-023,Preventive,2025-09-11,2025-09-22,16,1864.45,Completed,Mechanical
M-01941,E-01373,U-054,Preventive,2026-01-26,2026-02-07,13,15510.1,Overdue,No Failure
M-01942,E-00639,U-060,Inspection,2026-04-30,2026-05-07,3,1736.19,Overdue,Electrical
M-01943,E-01356,U-008,Corrective,2026-01-11,2026-01-16,3,14881.52,Completed,Mechanical
M-01944,E-00407,U-038,Corrective,2026-05-17,2026-05-18,6,15639.65,In Progress,Electrical
M-01945,E-01800,U-011,Corrective,2025-02-03,2025-02-04,7,8373.98,Completed,Power
M-01946,E-00924,U-060,Corrective,2025-07-11,2025-07-18,9,19404.73,In Progress,No Failure
M-01947,E-00603,U-049,Corrective,2026-07-05,2026-07-07,3,14836.13,Completed,Electrical
M-01948,E-00656,U-054,Inspection,2026-02-07,2026-02-11,6,21606.06,Overdue,Electrical
M-01949,E-00994,U-004,Preventive,2025-03-14,2025-03-16,16,12962.66,Completed,Power
M-01950,E-00712,U-009,Inspection,2025-06-25,2025-07-03,6,20014.64,Overdue,No Failure
M-01951,E-00831,U-015,Preventive,2025-10-26,2025-10-29,5,22068.28,Overdue,Power
M-01952,E-00714,U-057,Inspection,2025-09-10,2025-09-15,3,14023.0,In Progress,Electrical
M-01953,E-00800,U-011,Corrective,2025-03-30,2025-04-06,12,17151.09,Completed,Power
M-01954,E-01372,U-026,Corrective,2025-09-22,2025-10-01,17,24433.08,Completed,Electrical
M-01955,E-00887,U-053,Corrective,2025-01-15,2025-01-25,18,5799.06,Overdue,Mechanical
M-01956,E-00098,U-021,Preventive,2026-06-11,2026-06-23,7,12061.66,Completed,Electrical
M-01957,E-01742,U-054,Corrective,2025-04-26,2025-05-07,6,21371.54,In Progress,Software
M-01958,E-00832,U-010,Inspection,2026-01-27,2026-02-05,1,13781.31,Completed,Electrical
M-01959,E-01206,U-042,Corrective,2026-01-14,2026-01-20,8,1745.86,Completed,Power
M-01960,E-01663,U-059,Corrective,2025-05-27,2025-06-02,1,15589.87,Overdue,Electrical
M-01961,E-01350,U-024,Corrective,2025-01-17,2025-01-25,1,15660.4,Overdue,No Failure
