personnel_id,unit_id,rank,role,specialization,training_status,training_completion_percentage,deployment_status,joining_date
P-02344,U-032,Lead,Analyst,Systems,In Progress,74.6,Deployed,2023-09-10
P-02345,U-040,Officer,Logistics,Maintenance,In Progress,72.5,Deployed,2019-08-15
P-02346,U-046,Officer,Engineer,Planning,In Progress,58.5,Available,2020-06-11
P-02347,U-021,Lead,Engineer,Operations,In Progress,70.9,Available,2022-04-04
P-02348,U-039,Junior,Logistics,Maintenance,Complete,94.5,Training,2025-10-28
P-02349,U-005,Junior,Medic,Operations,In Progress,75.4,Deployed,2022-04-10
P-02350,U-002,Officer,Medic,Systems,In Progress,77.1,Deployed,2020-11-10
P-02351,U-023,Lead,Analyst,Planning,In Progress,65.3,Available,2019-11-22
P-02352,U-015,Senior,Operator,Planning,Complete,93.4,Deployed,2018-07-16
P-02353,U-049,Senior,Operator,Systems,In Progress,65.3,Deployed,2018-11-21
P-02354,U-034,Officer,Engineer,Operations,Complete,96.9,Available,2022-11-21
P-02355,U-018,Senior,Engineer,Planning,Complete,94.2,Deployed,2019-11-14
P-02356,U-034,Junior,Logistics,Systems,In Progress,58.0,Training,2025-05-05
P-02357,U-051,Senior,Analyst,Planning,Complete,90.3,Deployed,2019-11-19
P-02358,U-016,Senior,Logistics,Systems,In Progress,55.8,Available,2019-02-20
P-02359,U-018,Senior,Logistics,Systems,Complete,91.8,Deployed,2024-03-16
P-02360,U-049,Senior,Engineer,Maintenance,In Progress,71.6,Available,2018-02-05
P-02361,U-021,Lead,Logistics,Systems,Complete,93.5,Training,2023-08-29
P-02362,U-058,Senior,Engineer,Systems,In Progress,57.6,Deployed,2019-10-01
P-02363,U-055,Lead,Logistics,Operations,In Progress,61.0,Deployed,2020-10-03
P-02364,U-030,Junior,Engineer,Maintenance,In Progress,62.9,Training,2024-10-18
P-02365,U-049,Officer,Engineer,Systems,In Progress,56.9,Deployed,2023-03-03
P-02366,U-034,Officer,Logistics,Planning,Complete,90.9,Training,2023-03-27
P-02367,U-042,Lead,Logistics,Planning,Complete,97.4,Deployed,2023-11-15
P-02368,U-060,Officer,Engineer,Systems,In Progress,73.3,Available,2018-10-28
P-02369,U-039,Lead,Operator,Planning,Complete,99.8,Deployed,2022-03-20
P-02370,U-020,Lead,Medic,Maintenance,In Progress,71.8,Available,2020-06-01
P-02371,U-028,Senior,Medic,Maintenance,In Progress,89.9,Training,2021-05-21
P-02372,U-026,Junior,Engineer,Planning,In Progress,66.0,Deployed,2023-06-17
P-02373,U-026,Officer,Analyst,Maintenance,In Progress,76.0,Deployed,2019-06-19
P-02374,U-027,Senior,Engineer,Systems,Complete,98.2,Deployed,2022-03-13
P-02375,U-004,Officer,Medic,Systems,In Progress,70.8,Training,2021-04-19
P-02376,U-023,Officer,Operator,Planning,Complete,91.9,Available,2021-12-14
P-02377,U-022,Senior,Operator,Systems,In Progress,63.7,Available,2025-12-22
P-02378,U-036,Junior,Logistics,Maintenance,In Progress,67.1,Training,2023-11-05
P-02379,U-024,Officer,Analyst,Planning,In Progress,56.1,Deployed,2024-12-21
P-02380,U-021,Junior,Logistics,Systems,In Progress,67.8,Deployed,2023-06-20
P-02381,U-028,Junior,Logistics,Systems,In Progress,89.4,Available,2022-03-28
P-02382,U-022,Officer,Analyst,Maintenance,In Progress,84.7,Available,2020-03-15
P-02383,U-006,Lead,Medic,Maintenance,In Progress,82.8,Available,2018-06-30
P-02384,U-020,Senior,Engineer,Planning,In Progress,55.5,Training,2020-03-04
P-02385,U-027,Senior,Medic,Operations,Complete,91.0,Available,2018-01-03
P-02386,U-005,Junior,Analyst,Planning,In Progress,62.4,Available,2020-06-16
P-02387,U-030,Senior,Medic,Systems,Complete,96.2,Available,2025-07-04
P-02388,U-030,Lead,Logistics,Operations,Complete,91.5,Deployed,2020-11-23
P-02389,U-037,Lead,Analyst,Maintenance,In Progress,80.1,Training,2025-08-25
P-02390,U-054,Lead,Logistics,Maintenance,In Progress,87.2,Available,2018-04-02
P-02391,U-028,Lead,Logistics,Operations,In Progress,76.8,Deployed,2026-02-14
P-02392,U-026,Lead,Analyst,Systems,In Progress,57.3,Available,2024-03-23
P-02393,U-015,Senior,Engineer,Planning,Complete,93.0,Available,2019-02-08
P-02394,U-045,Lead,Medic,Planning,In Progress,79.4,Deployed,2024-05-09
P-02395,U-022,Senior,Engineer,Planning,In Progress,68.5,Training,2018-09-29
P-02396,U-050,Junior,Medic,Planning,In Progress,69.1,Deployed,2019-09-23
P-02397,U-027,Junior,Analyst,Operations,In Progress,76.3,Available,2021-06-15
P-02398,U-016,Officer,Medic,Maintenance,In Progress,76.9,Deployed,2022-10-28
P-02399,U-055,Senior,Logistics,Maintenance,In Progress,65.6,Deployed,2019-10-15
P-02400,U-039,Officer,Operator,Systems,In Progress,69.7,Available,2018-12-04
P-02401,U-051,Senior,Logistics,Planning,In Progress,88.2,Deployed,2019-01-14
P-02402,U-060,Senior,Operator,Systems,Complete,98.7,Deployed,2019-12-29
P-02403,U-003,Lead,Analyst,Systems,In Progress,61.0,Available,2019-11-08
P-02404,U-058,Junior,Operator,Systems,In Progress,68.9,Available,2024-11-21
P-02405,U-001,Senior,Engineer,Planning,Complete,92.0,Deployed,2019-03-17
P-02406,U-018,Junior,Logistics,Operations,In Progress,81.7,Available,2018-09-24
P-02407,U-030,Lead,Engineer,Systems,In Progress,82.3,Deployed,2024-10-20
P-02408,U-015,Junior,Medic,Operations,In Progress,86.0,Training,2019-10-29
P-02409,U-045,Officer,Analyst,Operations,In Progress,76.3,Deployed,2025-04-30
P-02410,U-046,Officer,Engineer,Operations,Complete,91.7,Training,2021-08-30
P-02411,U-014,Senior,Engineer,Systems,In Progress,65.8,Available,2018-08-29
P-02412,U-038,Senior,Operator,Planning,Complete,94.4,Available,2019-09-04
P-02413,U-047,Lead,Analyst,Maintenance,In Progress,58.3,Training,2023-05-27
P-02414,U-028,Lead,Engineer,Planning,In Progress,73.4,Training,2018-05-19
P-02415,U-024,Senior,Analyst,Systems,In Progress,62.0,Available,2018-05-09
P-02416,U-054,Lead,Medic,Maintenance,Complete,93.4,Deployed,2023-03-14
P-02417,U-043,Lead,Medic,Maintenance,Complete,98.5,Deployed,2025-12-07
P-02418,U-028,Senior,Operator,Maintenance,In Progress,84.6,Deployed,2022-08-31
P-02419,U-006,Lead,Engineer,Systems,In Progress,76.9,Available,2020-09-10
P-02420,U-033,Lead,Engineer,Maintenance,In Progress,82.2,Deployed,2018-06-07
P-02421,U-050,Lead,Analyst,Operations,In Progress,55.4,Deployed,2018-01-12
P-02422,U-007,Senior,Engineer,Maintenance,In Progress,76.7,Deployed,2025-08-18
P-02423,U-043,Lead,Logistics,Planning,Complete,93.6,Training,2024-08-15
P-02424,U-040,Senior,Medic,Systems,Complete,96.7,Deployed,2026-01-24
P-02425,U-038,Officer,Operator,Operations,In Progress,79.6,Deployed,2018-03-15
P-02426,U-027,Junior,Medic,Planning,In Progress,81.5,Deployed,2024-10-29
P-02427,U-037,Lead,Logistics,Maintenance,In Progress,65.4,Deployed,2020-12-20
P-02428,U-020,Junior,Engineer,Operations,Complete,95.1,Deployed,2020-12-22
P-02429,U-001,Junior,Engineer,Planning,In Progress,78.9,Available,2022-06-15
P-02430,U-001,Junior,Analyst,Planning,In Progress,74.4,Available,2023-08-18
P-02431,U-056,Lead,Logistics,Systems,Complete,97.9,Deployed,2024-07-04
P-02432,U-014,Lead,Operator,Maintenance,In Progress,79.0,Deployed,2024-04-15
P-02433,U-047,Senior,Operator,Planning,In Progress,69.8,Available,2021-09-08
P-02434,U-042,Officer,Operator,Systems,In Progress,66.1,Available,2026-03-14
P-02435,U-017,Lead,Analyst,Planning,In Progress,62.6,Available,2022-10-13
P-02436,U-014,Lead,Operator,Operations,In Progress,87.8,Deployed,2024-01-31
P-02437,U-045,Junior,Operator,Maintenance,In Progress,79.7,Available,2018-01-14
P-02438,U-016,Lead,Engineer,Systems,In Progress,58.0,Deployed,2021-10-14
P-02439,U-008,Officer,Logistics,Systems,In Progress,77.5,Deployed,2025-06-29
P-02440,U-040,Junior,Analyst,Systems,In Progress,67.5,Deployed,2019-12-24
P-02441,U-025,Lead,Operator,Systems,Complete,91.3,Available,2019-10-27
P-02442,U-010,Senior,Medic,Operations,In Progress,70.4,Available,2021-10-25
P-02443,U-055,Officer,Operator,Planning,In Progress,72.5,Available,2019-11-18
P-02444,U-013,Officer,Logistics,Systems,In Progress,82.9,Training,2020-07-17
P-02445,U-054,Officer,Logistics,Planning,In Progress,84.6,Deployed,2021-08-12
P-02446,U-042,Junior,Operator,Planning,In Progress,71.6,Available,2018-01-16
P-02447,U-037,Lead,Analyst,Planning,In Progress,71.0,Training,2018-01-31
P-02448,U-021,Junior,Engineer,Systems,Complete,93.8,Training,2023-11-03
P-02449,U-036,Senior,Medic,Planning,In Progress,89.5,Training,2024-03-09
P-02450,U-047,Junior,Logistics,Systems,In Progress,89.3,Training,2021-07-22
P-02451,U-016,Officer,Analyst,Systems,In Progress,69.0,Available,2018-08-13
P-02452,U-020,Senior,Analyst,Planning,In Progress,84.9,Available,2021-02-23
P-02453,U-022,Junior,Logistics,Operations,Complete,93.2,Available,2023-08-03
P-02454,U-020,Officer,Operator,Systems,In Progress,88.2,Deployed,2021-09-04
P-02455,U-012,Senior,Logistics,Systems,In Progress,87.0,Deployed,2019-04-10
P-02456,U-007,Lead,Analyst,Systems,Complete,98.9,Available,2024-06-18
P-02457,U-014,Junior,Engineer,Systems,In Progress,81.2,Deployed,2021-06-29
P-02458,U-054,Junior,Logistics,Operations,In Progress,89.2,Training,2025-05-18
P-02459,U-020,Officer,Operator,Operations,In Progress,59.5,Deployed,2019-01-16
P-02460,U-043,Junior,Engineer,Systems,In Progress,70.0,Available,2024-08-06
P-02461,U-001,Officer,Operator,Planning,In Progress,59.8,Deployed,2022-07-21
P-02462,U-035,Senior,Logistics,Maintenance,In Progress,59.8,Available,2021-09-30
P-02463,U-011,Junior,Operator,Planning,In Progress,63.3,Available,2026-03-04
P-02464,U-046,Senior,Medic,Systems,In Progress,60.7,Training,2023-11-13
P-02465,U-057,Senior,Medic,Maintenance,In Progress,67.3,Available,2022-10-27
P-02466,U-014,Officer,Engineer,Operations,In Progress,82.6,Deployed,2019-07-12
P-02467,U-026,Officer,Logistics,Operations,Complete,98.8,Deployed,2020-10-17
P-02468,U-040,Junior,Medic,Operations,Complete,93.5,Training,2024-10-15
P-02469,U-032,Junior,Medic,Maintenance,In Progress,55.1,Training,2020-11-02
P-02470,U-045,Senior,Logistics,Systems,In Progress,60.8,Training,2020-10-16
P-02471,U-009,Senior,Engineer,Systems,In Progress,87.0,Training,2018-10-23
P-02472,U-044,Senior,Analyst,Systems,In Progress,72.8,Training,2018-01-12
P-02473,U-042,Junior,Operator,Planning,In Progress,64.5,Available,2021-10-30
P-02474,U-014,Senior,Operator,Operations,In Progress,75.1,Deployed,2022-08-11
P-02475,U-025,Lead,Medic,Maintenance,In Progress,84.7,Training,2019-08-21
P-02476,U-014,Senior,Engineer,Planning,In Progress,72.5,Deployed,2021-01-26
P-02477,U-028,Junior,Medic,Planning,In Progress,57.2,Available,2018-09-09
P-02478,U-051,Junior,Medic,Operations,Complete,95.0,Available,2022-08-21
P-02479,U-008,Senior,Analyst,Operations,Complete,94.7,Available,2022-10-12
P-02480,U-050,Junior,Logistics,Planning,In Progress,55.6,Deployed,2021-05-26
P-02481,U-042,Senior,Analyst,Planning,In Progress,65.1,Deployed,2021-01-09
P-02482,U-011,Officer,Engineer,Systems,In Progress,76.6,Available,2025-03-27
P-02483,U-032,Senior,Operator,Operations,In Progress,72.3,Training,2022-02-27
P-02484,U-034,Junior,Analyst,Operations,In Progress,66.5,Training,2022-07-12
P-02485,U-002,Junior,Engineer,Operations,In Progress,57.8,Deployed,2020-09-27
P-02486,U-049,Senior,Medic,Systems,Complete,98.1,Available,2018-03-22
P-02487,U-021,Officer,Logistics,Operations,In Progress,89.6,Available,2023-05-25
P-02488,U-013,Lead,Medic,Operations,In Progress,63.4,Training,2021-01-18
P-02489,U-038,Officer,Logistics,Operations,In Progress,64.0,Available,2022-04-06
P-02490,U-031,Senior,Analyst,Systems,In Progress,83.1,Deployed,2022-01-01
P-02491,U-031,Lead,Medic,Maintenance,In Progress,89.2,Deployed,2024-04-22
P-02492,U-002,Junior,Logistics,Maintenance,In Progress,86.0,Available,2022-08-10
P-02493,U-056,Officer,Medic,Systems,In Progress,57.0,Available,2025-08-21
P-02494,U-036,Senior,Engineer,Maintenance,In Progress,74.9,Available,2022-02-28
P-02495,U-007,Junior,Logistics,Planning,In Progress,56.6,Available,2021-02-22
P-02496,U-042,Officer,Engineer,Systems,In Progress,81.5,Deployed,2020-08-27
P-02497,U-040,Lead,Logistics,Maintenance,In Progress,60.3,Available,2023-05-04
P-02498,U-045,Senior,Operator,Planning,In Progress,67.5,Available,2022-08-14
P-02499,U-057,Junior,Logistics,Maintenance,In Progress,69.9,Training,2021-02-11
P-02500,U-001,Lead,Analyst,Planning,In Progress,74.2,Training,2025-10-21
P-02501,U-011,Junior,Logistics,Systems,In Progress,56.2,Training,2021-02-01
P-02502,U-013,Senior,Engineer,Systems,In Progress,62.7,Training,2020-01-05
P-02503,U-013,Senior,Engineer,Operations,Complete,92.2,Deployed,2018-09-08
P-02504,U-043,Senior,Operator,Systems,In Progress,75.2,Training,2026-02-13
P-02505,U-014,Lead,Medic,Maintenance,In Progress,71.5,Training,2018-09-17
P-02506,U-054,Officer,Medic,Systems,Complete,95.6,Available,2022-03-15
P-02507,U-003,Officer,Operator,Systems,In Progress,79.0,Available,2020-05-17
P-02508,U-005,Junior,Medic,Maintenance,In Progress,61.9,Training,2019-11-12
P-02509,U-018,Lead,Medic,Maintenance,In Progress,87.1,Training,2023-12-23
P-02510,U-043,Officer,Medic,Maintenance,In Progress,80.5,Training,2022-12-29
P-02511,U-018,Senior,Operator,Maintenance,In Progress,69.2,Deployed,2021-04-25
P-02512,U-025,Officer,Operator,Systems,In Progress,89.8,Training,2019-06-04
P-02513,U-058,Junior,Logistics,Planning,In Progress,57.4,Deployed,2025-04-14
P-02514,U-038,Senior,Operator,Maintenance,In Progress,87.1,Training,2020-08-07
P-02515,U-052,Junior,Logistics,Systems,In Progress,60.7,Available,2024-01-17
P-02516,U-036,Junior,Analyst,Operations,In Progress,58.8,Deployed,2024-02-27
P-02517,U-009,Junior,Medic,Planning,Complete,92.3,Available,2019-07-27
P-02518,U-052,Junior,Logistics,Maintenance,Complete,90.6,Training,2022-12-17
P-02519,U-005,Junior,Analyst,Planning,In Progress,74.0,Available,2025-08-22
P-02520,U-018,Lead,Operator,Systems,Complete,99.7,Available,2018-04-22
P-02521,U-050,Junior,Operator,Systems,In Progress,84.9,Deployed,2019-11-07
P-02522,U-049,Junior,Operator,Maintenance,In Progress,88.4,Deployed,2019-02-07
P-02523,U-029,Lead,Operator,Systems,Complete,90.3,Training,2019-09-06
P-02524,U-023,Junior,Logistics,Operations,In Progress,69.1,Deployed,2020-12-04
P-02525,U-011,Senior,Logistics,Planning,In Progress,58.8,Deployed,2023-07-05
P-02526,U-034,Junior,Engineer,Maintenance,Complete,96.0,Deployed,2023-08-16
P-02527,U-040,Lead,Medic,Planning,Complete,90.5,Available,2023-09-09
P-02528,U-028,Junior,Logistics,Systems,In Progress,76.0,Available,2025-06-04
P-02529,U-017,Officer,Analyst,Operations,Complete,94.9,Available,2022-01-20
P-02530,U-047,Senior,Medic,Planning,In Progress,78.2,Training,2019-05-19
P-02531,U-016,Lead,Logistics,Maintenance,In Progress,73.6,Deployed,2022-02-22
P-02532,U-043,Lead,Engineer,Planning,In Progress,57.2,Training,2018-06-21
P-02533,U-036,Officer,Operator,Planning,In Progress,87.1,Available,2020-09-11
P-02534,U-027,Officer,Logistics,Operations,In Progress,82.1,Available,2025-01-01
P-02535,U-050,Senior,Engineer,Systems,In Progress,83.6,Available,2021-01-01
P-02536,U-052,Junior,Medic,Operations,In Progress,57.1,Training,2019-05-24
P-02537,U-057,Junior,Analyst,Operations,In Progress,80.0,Training,2019-12-28
P-02538,U-036,Officer,Engineer,Maintenance,Complete,97.7,Deployed,2026-01-20
P-02539,U-049,Junior,Medic,Operations,In Progress,63.4,Available,2019-09-27
P-02540,U-044,Officer,Logistics,Operations,In Progress,57.9,Training,2019-12-01
P-02541,U-034,Lead,Medic,Operations,In Progress,80.7,Available,2018-03-26
P-02542,U-016,Senior,Analyst,Planning,Complete,94.6,Available,2019-03-03
P-02543,U-020,Lead,Operator,Planning,Complete,98.2,Available,2022-05-18
P-02544,U-019,Officer,Engineer,Operations,Complete,97.5,Deployed,2021-04-05
P-02545,U-056,Senior,Medic,Maintenance,Complete,94.3,Training,2025-07-30
P-02546,U-024,Senior,Analyst,Maintenance,In Progress,70.3,Training,2018-04-06
P-02547,U-043,Officer,Analyst,Planning,In Progress,58.8,Deployed,2021-04-05
P-02548,U-033,Junior,Engineer,Systems,In Progress,80.9,Deployed,2020-09-15
P-02549,U-036,Senior,Analyst,Operations,In Progress,86.4,Training,2019-07-04
P-02550,U-030,Junior,Analyst,Systems,In Progress,82.5,Deployed,2025-09-14
P-02551,U-041,Lead,Engineer,Maintenance,In Progress,57.6,Available,2020-05-05
P-02552,U-049,Senior,Logistics,Operations,Complete,92.1,Training,2021-07-14
P-02553,U-057,Officer,Engineer,Maintenance,In Progress,86.9,Available,2019-01-04
P-02554,U-007,Officer,Logistics,Planning,In Progress,87.0,Training,2019-05-22
P-02555,U-035,Senior,Engineer,Systems,In Progress,57.2,Training,2025-08-12
P-02556,U-013,Senior,Medic,Operations,In Progress,77.2,Available,2018-06-10
P-02557,U-057,Junior,Operator,Systems,In Progress,73.3,Training,2023-08-31
P-02558,U-032,Lead,Medic,Systems,In Progress,89.1,Deployed,2023-08-13
P-02559,U-055,Junior,Operator,Maintenance,In Progress,73.3,Available,2018-04-19
P-02560,U-052,Junior,Analyst,Planning,In Progress,56.3,Available,2024-03-01
P-02561,U-009,Junior,Engineer,Planning,Complete,92.7,Deployed,2023-04-19
P-02562,U-041,Lead,Analyst,Systems,In Progress,86.6,Training,2022-08-29
P-02563,U-059,Senior,Medic,Operations,In Progress,55.1,Training,2021-11-17
P-02564,U-009,Junior,Analyst,Systems,Complete,94.9,Available,2023-11-25
P-02565,U-041,Lead,Operator,Operations,In Progress,89.7,Available,2020-08-05
P-02566,U-026,Lead,Operator,Maintenance,In Progress,78.8,Deployed,2020-03-08
P-02567,U-011,Senior,Engineer,Maintenance,Complete,91.7,Available,2020-09-10
P-02568,U-029,Lead,Medic,Systems,In Progress,67.4,Available,2020-11-11
P-02569,U-060,Lead,Engineer,Planning,In Progress,56.6,Training,2018-06-25
P-02570,U-054,Junior,Analyst,Maintenance,In Progress,71.5,Deployed,2022-06-08
P-02571,U-028,Junior,Logistics,Systems,In Progress,74.6,Available,2019-06-12
P-02572,U-028,Junior,Operator,Maintenance,Complete,90.1,Available,2023-11-01
P-02573,U-057,Officer,Medic,Systems,In Progress,64.1,Available,2022-05-02
P-02574,U-010,Junior,Analyst,Maintenance,In Progress,85.8,Available,2019-12-20
P-02575,U-050,Lead,Analyst,Systems,In Progress,64.8,Deployed,2023-09-17
P-02576,U-036,Junior,Medic,Planning,In Progress,63.3,Deployed,2024-04-18
P-02577,U-042,Senior,Logistics,Operations,Complete,95.6,Deployed,2018-06-15
P-02578,U-008,Junior,Logistics,Planning,In Progress,65.9,Available,2021-11-04
P-02579,U-020,Senior,Medic,Systems,In Progress,65.7,Available,2020-08-15
P-02580,U-042,Junior,Operator,Systems,In Progress,71.8,Training,2022-02-26
P-02581,U-029,Junior,Logistics,Systems,In Progress,86.1,Training,2022-02-17
P-02582,U-037,Junior,Analyst,Operations,In Progress,81.1,Training,2020-01-15
P-02583,U-060,Officer,Analyst,Maintenance,In Progress,55.7,Deployed,2024-09-14
P-02584,U-046,Officer,Logistics,Planning,In Progress,80.8,Training,2021-04-29
P-02585,U-054,Officer,Operator,Operations,In Progress,79.9,Available,2024-01-02
P-02586,U-051,Officer,Logistics,Maintenance,In Progress,71.5,Available,2021-09-15
P-02587,U-037,Junior,Logistics,Operations,In Progress,59.6,Training,2024-12-09
P-02588,U-051,Senior,Engineer,Maintenance,Complete,98.9,Available,2020-01-28
P-02589,U-054,Senior,Analyst,Maintenance,Complete,90.1,Deployed,2022-07-14
P-02590,U-037,Junior,Medic,Systems,In Progress,80.2,Training,2023-04-22
P-02591,U-010,Junior,Medic,Planning,In Progress,72.9,Available,2025-03-14
P-02592,U-029,Senior,Analyst,Maintenance,In Progress,62.8,Training,2024-10-21
P-02593,U-015,Lead,Engineer,Maintenance,In Progress,69.7,Training,2024-04-17
P-02594,U-049,Lead,Operator,Operations,In Progress,55.8,Deployed,2025-06-11
P-02595,U-008,Officer,Analyst,Systems,Complete,99.2,Training,2019-08-27
P-02596,U-026,Lead,Logistics,Maintenance,In Progress,81.6,Deployed,2025-05-31
P-02597,U-018,Officer,Logistics,Planning,In Progress,59.2,Deployed,2022-07-25
P-02598,U-041,Senior,Operator,Planning,In Progress,58.3,Deployed,2019-02-07
P-02599,U-044,Senior,Engineer,Operations,Complete,92.4,Training,2021-10-11
P-02600,U-060,Lead,Engineer,Operations,In Progress,88.8,Deployed,2024-01-27
P-02601,U-010,Lead,Logistics,Operations,In Progress,65.8,Training,2018-06-16
P-02602,U-055,Senior,Medic,Maintenance,In Progress,56.3,Available,2018-01-27
P-02603,U-043,Officer,Logistics,Planning,Complete,93.3,Deployed,2018-09-14
P-02604,U-004,Officer,Logistics,Maintenance,In Progress,60.3,Available,2018-11-29
P-02605,U-043,Lead,Operator,Systems,In Progress,63.7,Available,2022-03-17
P-02606,U-034,Lead,Operator,Operations,In Progress,57.5,Training,2024-10-20
P-02607,U-005,Lead,Operator,Planning,Complete,93.6,Deployed,2019-12-27
P-02608,U-056,Senior,Logistics,Planning,In Progress,83.3,Training,2022-08-12
P-02609,U-041,Lead,Engineer,Operations,In Progress,61.5,Deployed,2018-03-10
P-02610,U-058,Officer,Logistics,Operations,In Progress,77.3,Deployed,2019-10-27
P-02611,U-004,Officer,Engineer,Planning,In Progress,87.1,Deployed,2025-07-13
P-02612,U-009,Lead,Operator,Systems,In Progress,81.8,Training,2023-07-09
P-02613,U-047,Officer,Medic,Systems,In Progress,83.1,Available,2024-05-04
P-02614,U-045,Junior,Analyst,Systems,Complete,97.0,Deployed,2023-11-17
P-02615,U-044,Junior,Engineer,Maintenance,In Progress,79.0,Available,2023-02-03
P-02616,U-015,Senior,Analyst,Operations,In Progress,59.0,Training,2019-12-03
P-02617,U-013,Officer,Operator,Planning,In Progress,70.5,Training,2018-11-21
P-02618,U-030,Senior,Operator,Systems,In Progress,55.5,Training,2019-11-01
P-02619,U-001,Senior,Medic,Maintenance,In Progress,72.1,Training,2025-07-05
P-02620,U-021,Officer,Logistics,Operations,In Progress,61.0,Deployed,2019-05-12
P-02621,U-013,Junior,Logistics,Operations,In Progress,64.8,Deployed,2020-12-19
P-02622,U-038,Senior,Logistics,Operations,In Progress,57.2,Available,2019-07-31
P-02623,U-056,Junior,Operator,Planning,In Progress,72.8,Deployed,2021-03-12
P-02624,U-004,Senior,Analyst,Systems,In Progress,65.6,Deployed,2023-04-11
P-02625,U-035,Senior,Medic,Planning,In Progress,59.9,Training,2023-10-04
P-02626,U-011,Junior,Operator,Maintenance,Complete,96.2,Training,2019-01-13
P-02627,U-057,Senior,Operator,Maintenance,In Progress,77.1,Deployed,2023-10-29
P-02628,U-060,Senior,Logistics,Operations,Complete,98.8,Training,2023-07-06
P-02629,U-051,Officer,Engineer,Planning,In Progress,87.9,Available,2024-01-19
P-02630,U-016,Senior,Logistics,Operations,Complete,94.4,Deployed,2018-04-30
P-02631,U-022,Officer,Operator,Planning,In Progress,65.3,Training,2024-08-07
P-02632,U-035,Officer,Medic,Systems,In Progress,87.4,Deployed,2023-05-14
P-02633,U-045,Officer,Engineer,Planning,In Progress,57.7,Training,2019-08-24
P-02634,U-056,Lead,Operator,Planning,Complete,90.7,Training,2019-08-12
P-02635,U-006,Senior,Engineer,Maintenance,In Progress,84.7,Training,2021-12-01
P-02636,U-021,Junior,Medic,Operations,In Progress,85.3,Available,2021-10-04
P-02637,U-035,Junior,Analyst,Planning,Complete,99.5,Training,2019-09-08
P-02638,U-047,Senior,Operator,Maintenance,In Progress,58.3,Deployed,2024-05-14
P-02639,U-026,Junior,Logistics,Operations,Complete,98.6,Available,2022-10-28
P-02640,U-040,Lead,Logistics,Systems,In Progress,82.4,Available,2019-06-04
P-02641,U-058,Lead,Operator,Maintenance,Complete,96.3,Training,2024-01-31
P-02642,U-028,Lead,Logistics,Operations,Complete,98.9,Training,2019-06-17
P-02643,U-020,Lead,Logistics,Systems,Complete,94.7,Training,2018-12-11
P-02644,U-019,Officer,Operator,Planning,In Progress,70.6,Available,2022-01-02
P-02645,U-060,Officer,Medic,Planning,In Progress,63.1,Deployed,2020-03-13
P-02646,U-035,Senior,Operator,Planning,In Progress,89.6,Deployed,2022-04-08
P-02647,U-050,Junior,Medic,Planning,In Progress,58.5,Training,2023-12-20
P-02648,U-032,Senior,Logistics,Planning,In Progress,72.3,Training,2023-07-30
P-02649,U-046,Senior,Analyst,Maintenance,Complete,93.0,Deployed,2018-06-06
P-02650,U-051,Lead,Logistics,Systems,In Progress,83.9,Deployed,2025-03-20
P-02651,U-012,Senior,Analyst,Systems,In Progress,85.7,Training,2021-01-08
P-02652,U-057,Lead,Medic,Planning,In Progress,56.3,Training,2024-12-12
P-02653,U-022,Junior,Operator,Systems,In Progress,85.9,Available,2021-02-19
P-02654,U-058,Lead,Analyst,Operations,In Progress,79.4,Deployed,2020-01-18
P-02655,U-060,Officer,Logistics,Planning,In Progress,78.6,Available,2019-07-29
P-02656,U-023,Lead,Engineer,Maintenance,Complete,92.2,Training,2019-06-30
P-02657,U-044,Lead,Medic,Maintenance,In Progress,79.0,Available,2024-02-16
P-02658,U-058,Junior,Analyst,Planning,Complete,96.6,Available,2020-12-03
P-02659,U-006,Lead,Engineer,Operations,In Progress,85.8,Training,2023-06-03
P-02660,U-012,Lead,Medic,Maintenance,Complete,96.1,Training,2019-12-05
P-02661,U-026,Senior,Engineer,Operations,Complete,97.6,Training,2024-10-26
P-02662,U-051,Junior,Engineer,Systems,In Progress,85.9,Training,2025-12-20
P-02663,U-026,Junior,Medic,Operations,In Progress,71.6,Deployed,2024-04-07
P-02664,U-021,Lead,Medic,Operations,In Progress,55.7,Deployed,2020-07-07
P-02665,U-001,Junior,Logistics,Systems,In Progress,63.7,Available,2023-05-26
P-02666,U-039,Junior,Engineer,Operations,In Progress,76.8,Training,2020-08-24
P-02667,U-018,Junior,Analyst,Maintenance,Complete,90.7,Deployed,2021-06-13
P-02668,U-006,Officer,Operator,Operations,In Progress,69.6,Deployed,2020-04-08
P-02669,U-007,Senior,Analyst,Maintenance,In Progress,64.7,Deployed,2023-05-04
P-02670,U-047,Junior,Engineer,Planning,Complete,93.1,Deployed,2021-07-23
P-02671,U-003,Lead,Engineer,Systems,In Progress,55.7,Deployed,2018-12-23
P-02672,U-003,Senior,Medic,Planning,In Progress,89.9,Training,2023-12-08
P-02673,U-008,Officer,Logistics,Systems,In Progress,86.3,Training,2026-03-20
P-02674,U-054,Officer,Operator,Operations,In Progress,60.9,Deployed,2019-06-16
P-02675,U-016,Lead,Medic,Maintenance,Complete,93.0,Available,2021-09-17
P-02676,U-036,Officer,Medic,Systems,Complete,91.4,Deployed,2024-07-18
P-02677,U-033,Officer,Logistics,Planning,In Progress,73.7,Deployed,2021-05-08
P-02678,U-056,Officer,Analyst,Operations,In Progress,62.5,Training,2025-07-04
