training_id,unit_id,personnel_id,training_type,training_date,completion_status,score,certification_status
T-01104,U-033,P-00784,Safety,2026-05-16,Completed,75.1,Pending
T-01105,U-026,P-02997,Leadership,2025-09-04,Incomplete,59.4,Pending
T-01106,U-029,P-02080,Advanced,2025-07-04,Completed,91.5,Certified
T-01107,U-029,P-00604,Advanced,2025-08-17,Incomplete,69.6,Pending
T-01108,U-042,P-01970,Advanced,2025-05-25,Completed,74.2,Pending
T-01109,U-059,P-00857,Safety,2025-12-04,Completed,87.4,Certified
T-01110,U-046,P-00182,Safety,2025-05-02,Incomplete,60.2,Pending
T-01111,U-019,P-01929,Safety,2026-04-18,Completed,77.2,Pending
T-01112,U-002,P-02208,Leadership,2025-03-22,Completed,100.0,Certified
T-01113,U-005,P-00174,Core,2025-02-06,Completed,86.4,Certified
T-01114,U-042,P-00078,Core,2025-05-06,Completed,94.9,Certified
T-01115,U-045,P-02170,Advanced,2025-10-02,Completed,95.4,Certified
T-01116,U-004,P-02047,Advanced,2025-08-09,Completed,82.4,Certified
T-01117,U-059,P-02563,Safety,2026-06-05,Completed,98.0,Certified
T-01118,U-031,P-02723,Safety,2025-02-27,Completed,81.0,Certified
T-01119,U-057,P-00526,Leadership,2025-08-19,Completed,72.8,Pending
T-01120,U-024,P-00354,Safety,2025-12-26,Completed,98.2,Certified
T-01121,U-043,P-02770,Core,2026-05-31,Completed,78.7,Pending
T-01122,U-042,P-01970,Safety,2026-04-17,Completed,71.7,Pending
T-01123,U-033,P-01346,Advanced,2025-04-23,Incomplete,59.4,Pending
T-01124,U-046,P-02085,Advanced,2026-07-19,Completed,96.8,Certified
T-01125,U-052,P-00557,Leadership,2025-02-25,Completed,97.2,Certified
T-01126,U-011,P-02726,Safety,2025-10-09,Completed,88.4,Certified
T-01127,U-058,P-01050,Safety,2025-01-17,Completed,72.5,Pending
T-01128,U-044,P-00432,Core,2025-09-08,Completed,85.0,Certified
T-01129,U-058,P-02075,Safety,2025-04-22,Completed,71.5,Pending
T-01130,U-025,P-02250,Advanced,2025-08-20,Completed,97.3,Certified
T-01131,U-040,P-00659,Safety,2025-11-27,Completed,97.8,Certified
T-01132,U-036,P-01858,Leadership,2026-04-05,Incomplete,57.1,Pending
T-01133,U-038,P-01023,Leadership,2025-02-08,Incomplete,65.3,Pending
T-01134,U-019,P-00274,Safety,2025-07-17,Incomplete,57.1,Pending
T-01135,U-035,P-01646,Safety,2026-08-02,Incomplete,57.0,Pending
T-01136,U-012,P-01993,Leadership,2025-08-27,Incomplete,58.7,Pending
T-01137,U-015,P-00324,Advanced,2026-02-02,Completed,83.2,Certified
T-01138,U-058,P-00676,Leadership,2026-04-25,Completed,84.1,Certified
T-01139,U-049,P-01285,Core,2026-03-21,Completed,73.8,Pending
T-01140,U-017,P-02848,Core,2026-06-02,Incomplete,56.0,Pending
T-01141,U-052,P-01777,Leadership,2025-01-11,Completed,82.7,Certified
T-01142,U-013,P-02502,Leadership,2026-02-17,Completed,98.6,Certified
T-01143,U-021,P-00411,Advanced,2026-07-18,Incomplete,58.8,Pending
T-01144,U-049,P-02365,Core,2025-01-18,Incomplete,60.8,Pending
T-01145,U-042,P-01970,Leadership,2025-11-08,Incomplete,69.1,Pending
T-01146,U-017,P-00899,Advanced,2025-01-23,Completed,71.2,Pending
T-01147,U-027,P-02397,Advanced,2025-07-22,Completed,77.2,Pending
T-01148,U-052,P-02831,Core,2025-09-26,Completed,72.0,Pending
T-01149,U-039,P-02369,Advanced,2026-05-29,Completed,93.9,Certified
T-01150,U-020,P-02579,Core,2026-06-13,Completed,81.6,Certified
T-01151,U-027,P-02811,Leadership,2025-11-24,Completed,73.2,Pending
T-01152,U-051,P-02650,Leadership,2025-08-12,Completed,72.8,Pending
T-01153,U-003,P-01026,Safety,2026-01-27,Completed,95.6,Certified
T-01154,U-032,P-01146,Advanced,2025-06-26,Completed,85.0,Certified
T-01155,U-012,P-00118,Advanced,2025-12-13,Completed,73.7,Pending
T-01156,U-055,P-01406,Advanced,2025-02-25,Completed,78.8,Pending
T-01157,U-022,P-00045,Safety,2026-07-02,Incomplete,63.9,Pending
T-01158,U-036,P-00242,Leadership,2026-01-13,Completed,84.9,Certified
T-01159,U-059,P-01662,Advanced,2025-09-18,Completed,83.2,Certified
T-01160,U-057,P-01188,Core,2026-06-04,Completed,82.8,Certified
T-01161,U-004,P-02121,Advanced,2025-10-25,Completed,70.7,Pending
T-01162,U-024,P-02284,Advanced,2025-03-29,Completed,96.2,Certified
T-01163,U-031,P-02491,Advanced,2026-03-28,Completed,92.5,Certified
T-01164,U-059,P-02969,Leadership,2026-03-30,Completed,99.5,Certified
T-01165,U-006,P-02073,Safety,2025-02-18,Completed,90.3,Certified
T-01166,U-003,P-02035,Advanced,2025-05-21,Completed,81.2,Certified
T-01167,U-057,P-02056,Core,2026-01-31,Incomplete,58.6,Pending
T-01168,U-058,P-02713,Leadership,2026-04-08,Completed,76.3,Pending
T-01169,U-011,P-02726,Core,2025-08-20,Incomplete,59.2,Pending
T-01170,U-050,P-01166,Core,2026-05-19,Incomplete,57.0,Pending
T-01171,U-044,P-00897,Leadership,2025-11-15,Completed,74.7,Pending
T-01172,U-011,P-01309,Safety,2025-04-19,Completed,75.5,Pending
T-01173,U-042,P-01941,Core,2026-05-30,Completed,83.2,Certified
T-01174,U-054,P-01115,Core,2025-01-19,Completed,83.7,Certified
T-01175,U-021,P-00255,Core,2025-04-03,Incomplete,56.3,Pending
T-01176,U-052,P-00933,Advanced,2025-05-01,Incomplete,65.7,Pending
T-01177,U-040,P-01132,Core,2025-09-19,Completed,92.1,Certified
T-01178,U-009,P-00033,Advanced,2026-08-08,Incomplete,58.6,Pending
T-01179,U-041,P-00663,Core,2025-06-03,Incomplete,59.9,Pending
T-01180,U-017,P-01910,Advanced,2025-09-30,Completed,89.6,Certified
T-01181,U-009,P-01183,Leadership,2026-03-07,Incomplete,66.2,Pending
T-01182,U-030,P-01184,Core,2026-06-15,Incomplete,69.5,Pending
T-01183,U-038,P-02996,Safety,2026-03-13,Completed,96.4,Certified
T-01184,U-015,P-02298,Core,2026-01-18,Completed,80.8,Certified
T-01185,U-045,P-02820,Advanced,2025-07-31,Completed,83.6,Certified
T-01186,U-028,P-01627,Leadership,2025-11-13,Completed,97.5,Certified
T-01187,U-056,P-01997,Core,2025-10-26,Completed,94.8,Certified
T-01188,U-040,P-02111,Core,2025-07-09,Completed,75.8,Pending
T-01189,U-057,P-02857,Core,2026-06-08,Completed,85.3,Certified
T-01190,U-057,P-00919,Advanced,2026-01-20,Incomplete,65.0,Pending
T-01191,U-044,P-01424,Leadership,2026-07-02,Completed,74.0,Pending
T-01192,U-055,P-02602,Leadership,2026-07-11,Completed,91.1,Certified
T-01193,U-034,P-00289,Leadership,2026-02-26,Incomplete,61.1,Pending
T-01194,U-007,P-02800,Core,2026-01-30,Completed,82.8,Certified
T-01195,U-057,P-02989,Advanced,2026-04-14,Completed,93.1,Certified
T-01196,U-047,P-01856,Leadership,2026-01-21,Completed,85.3,Certified
T-01197,U-041,P-01455,Safety,2026-07-06,Completed,75.5,Pending
T-01198,U-051,P-01738,Leadership,2026-03-29,Completed,71.7,Pending
T-01199,U-026,P-02719,Leadership,2026-05-18,Completed,97.9,Certified
T-01200,U-052,P-01777,Core,2025-02-10,Completed,76.7,Pending
T-01201,U-037,P-01894,Leadership,2026-06-22,Incomplete,69.3,Pending
T-01202,U-043,P-00546,Advanced,2026-05-02,Incomplete,63.6,Pending
T-01203,U-030,P-00963,Advanced,2026-08-03,Completed,92.7,Certified
T-01204,U-021,P-00979,Safety,2025-04-06,Incomplete,67.6,Pending
T-01205,U-005,P-02721,Leadership,2026-05-26,Completed,87.4,Certified
T-01206,U-037,P-02304,Safety,2026-04-05,Completed,77.5,Pending
T-01207,U-006,P-00214,Safety,2025-09-25,Completed,75.1,Pending
T-01208,U-048,P-01650,Safety,2025-06-09,Incomplete,55.1,Pending
T-01209,U-060,P-00334,Advanced,2025-05-19,Completed,98.8,Certified
T-01210,U-019,P-00274,Core,2025-12-07,Incomplete,66.2,Pending
T-01211,U-040,P-02106,Advanced,2026-06-05,Completed,90.9,Certified
T-01212,U-028,P-02152,Advanced,2025-06-10,Completed,94.9,Certified
T-01213,U-014,P-02411,Safety,2025-12-08,Completed,84.5,Certified
T-01214,U-058,P-02048,Advanced,2025-02-26,Completed,72.9,Pending
T-01215,U-042,P-02098,Advanced,2026-05-26,Completed,78.5,Pending
T-01216,U-018,P-02801,Core,2025-01-11,Incomplete,56.4,Pending
T-01217,U-058,P-01710,Core,2025-12-21,Incomplete,60.7,Pending
T-01218,U-060,P-01156,Safety,2025-10-28,Incomplete,65.1,Pending
T-01219,U-055,P-02559,Leadership,2025-11-14,Incomplete,58.5,Pending
T-01220,U-024,P-01861,Safety,2026-07-09,Incomplete,55.1,Pending
T-01221,U-028,P-01627,Core,2026-03-27,Completed,77.0,Pending
T-01222,U-044,P-00649,Safety,2026-01-22,Incomplete,68.2,Pending
T-01223,U-050,P-00982,Leadership,2026-01-18,Incomplete,66.5,Pending
T-01224,U-001,P-02967,Safety,2025-04-17,Completed,93.6,Certified
T-01225,U-048,P-01711,Leadership,2026-04-12,Completed,97.0,Certified
T-01226,U-016,P-00732,Leadership,2025-06-17,Incomplete,67.0,Pending
T-01227,U-012,P-02293,Core,2025-03-27,Completed,84.9,Certified
T-01228,U-035,P-02922,Core,2026-01-17,Incomplete,66.1,Pending
T-01229,U-033,P-01631,Core,2025-03-06,Completed,74.1,Pending
T-01230,U-042,P-02773,Core,2026-06-08,Completed,94.0,Certified
T-01231,U-037,P-01906,Core,2025-01-08,Incomplete,60.3,Pending
T-01232,U-031,P-01097,Advanced,2025-02-16,Completed,90.4,Certified
T-01233,U-055,P-01952,Core,2025-06-03,Completed,91.4,Certified
T-01234,U-016,P-00707,Core,2026-07-23,Incomplete,58.5,Pending
T-01235,U-030,P-02387,Core,2025-11-17,Completed,84.2,Certified
T-01236,U-007,P-00144,Safety,2026-01-30,Incomplete,63.6,Pending
T-01237,U-010,P-00447,Core,2026-05-01,Completed,94.1,Certified
T-01238,U-058,P-00975,Leadership,2025-09-20,Incomplete,68.3,Pending
T-01239,U-007,P-00361,Safety,2026-01-08,Incomplete,67.5,Pending
T-01240,U-057,P-01229,Advanced,2025-09-11,Incomplete,69.7,Pending
T-01241,U-056,P-00846,Safety,2026-01-08,Completed,97.0,Certified
T-01242,U-001,P-02405,Safety,2025-03-31,Incomplete,58.4,Pending
T-01243,U-052,P-01430,Leadership,2025-07-18,Completed,84.5,Certified
T-01244,U-035,P-00097,Leadership,2025-07-24,Completed,86.1,Certified
T-01245,U-003,P-00954,Safety,2026-06-06,Completed,78.1,Pending
T-01246,U-047,P-01637,Core,2026-04-03,Completed,70.0,Pending
T-01247,U-042,P-01207,Safety,2025-07-03,Incomplete,66.8,Pending
T-01248,U-053,P-01299,Core,2025-03-07,Completed,93.1,Certified
T-01249,U-023,P-02322,Safety,2025-08-25,Incomplete,58.9,Pending
T-01250,U-018,P-01629,Core,2026-02-07,Incomplete,66.7,Pending
T-01251,U-006,P-02668,Leadership,2026-05-07,Completed,74.6,Pending
T-01252,U-009,P-01989,Core,2025-08-01,Completed,77.8,Pending
T-01253,U-016,P-01085,Safety,2025-06-03,Incomplete,57.9,Pending
T-01254,U-018,P-01123,Safety,2026-07-15,Completed,97.7,Certified
T-01255,U-059,P-01775,Core,2025-11-20,Incomplete,67.4,Pending
T-01256,U-060,P-00886,Core,2026-08-08,Completed,70.6,Pending
T-01257,U-008,P-00071,Advanced,2025-12-26,Completed,85.1,Certified
T-01258,U-006,P-00311,Safety,2025-02-10,Completed,92.5,Certified
T-01259,U-014,P-01551,Advanced,2025-09-21,Completed,97.2,Certified
T-01260,U-058,P-02610,Safety,2025-04-11,Completed,87.9,Certified
T-01261,U-054,P-00838,Leadership,2025-03-29,Incomplete,61.5,Pending
T-01262,U-019,P-00202,Core,2025-06-27,Incomplete,56.6,Pending
T-01263,U-029,P-01759,Safety,2025-08-30,Completed,89.5,Certified
T-01264,U-009,P-02116,Leadership,2025-01-27,Incomplete,66.9,Pending
T-01265,U-057,P-02499,Advanced,2025-01-18,Completed,80.2,Certified
T-01266,U-047,P-01485,Core,2026-01-28,Incomplete,57.2,Pending
T-01267,U-004,P-00866,Advanced,2025-09-07,Incomplete,65.8,Pending
T-01268,U-043,P-01602,Advanced,2025-05-18,Incomplete,60.7,Pending
T-01269,U-044,P-02263,Leadership,2025-05-03,Completed,74.3,Pending
T-01270,U-032,P-00456,Advanced,2025-10-28,Completed,99.2,Certified
T-01271,U-023,P-02351,Advanced,2026-06-08,Completed,88.4,Certified
T-01272,U-044,P-00868,Core,2026-03-14,Incomplete,55.1,Pending
T-01273,U-030,P-00710,Core,2026-06-09,Completed,94.2,Certified
T-01274,U-044,P-00868,Advanced,2025-10-02,Completed,96.0,Certified
T-01275,U-039,P-01492,Leadership,2026-08-08,Incomplete,60.2,Pending
T-01276,U-052,P-00366,Leadership,2025-05-06,Completed,77.2,Pending
T-01277,U-058,P-02794,Leadership,2025-01-09,Completed,87.2,Certified
T-01278,U-048,P-02013,Core,2025-04-08,Completed,82.9,Certified
T-01279,U-024,P-01935,Advanced,2025-08-31,Incomplete,61.3,Pending
T-01280,U-023,P-00936,Safety,2026-08-02,Completed,97.6,Certified
T-01281,U-053,P-00504,Advanced,2026-01-06,Incomplete,66.2,Pending
T-01282,U-056,P-00845,Safety,2025-09-11,Incomplete,58.7,Pending
T-01283,U-024,P-01443,Leadership,2025-05-21,Completed,74.4,Pending
T-01284,U-003,P-02943,Safety,2025-01-23,Incomplete,69.0,Pending
T-01285,U-047,P-01117,Core,2026-08-12,Completed,87.3,Certified
T-01286,U-021,P-01040,Leadership,2026-05-24,Incomplete,59.7,Pending
T-01287,U-012,P-00369,Leadership,2026-07-18,Completed,89.0,Certified
T-01288,U-023,P-00680,Advanced,2025-03-21,Completed,78.9,Pending
T-01289,U-034,P-02197,Safety,2025-10-20,Completed,84.3,Certified
T-01290,U-030,P-01582,Core,2026-02-14,Completed,79.6,Pending
T-01291,U-055,P-00798,Leadership,2025-01-05,Completed,71.9,Pending
T-01292,U-059,P-00869,Safety,2026-03-26,Completed,78.5,Pending
T-01293,U-031,P-00945,Advanced,2025-08-11,Incomplete,61.4,Pending
T-01294,U-014,P-00570,Safety,2025-06-12,Completed,98.1,Certified
T-01295,U-018,P-01773,Advanced,2026-02-07,Incomplete,64.0,Pending
T-01296,U-037,P-02099,Advanced,2025-12-15,Completed,88.6,Certified
T-01297,U-026,P-01030,Safety,2025-05-20,Incomplete,59.7,Pending
T-01298,U-031,P-02136,Safety,2026-05-04,Completed,90.0,Certified
T-01299,U-051,P-01423,Safety,2025-09-22,Completed,82.5,Certified
T-01300,U-048,P-01908,Core,2026-03-30,Incomplete,67.7,Pending
T-01301,U-051,P-01738,Safety,2025-10-03,Incomplete,69.0,Pending
T-01302,U-015,P-00320,Leadership,2025-11-03,Incomplete,55.2,Pending
T-01303,U-023,P-02736,Leadership,2025-11-26,Completed,87.9,Certified
T-01304,U-034,P-00748,Advanced,2025-06-30,Completed,89.0,Certified
T-01305,U-026,P-02372,Advanced,2025-10-02,Incomplete,66.1,Pending
T-01306,U-009,P-01225,Advanced,2025-10-12,Completed,92.6,Certified
T-01307,U-040,P-02978,Safety,2025-11-23,Completed,71.8,Pending
T-01308,U-005,P-00022,Leadership,2026-05-10,Completed,88.9,Certified
T-01309,U-011,P-01304,Safety,2026-05-21,Completed,96.5,Certified
T-01310,U-052,P-00559,Core,2025-11-26,Completed,87.3,Certified
T-01311,U-049,P-02740,Leadership,2026-03-10,Completed,75.3,Pending
T-01312,U-056,P-00729,Core,2025-04-17,Completed,70.6,Pending
T-01313,U-006,P-02892,Advanced,2025-07-11,Completed,74.3,Pending
T-01314,U-006,P-00108,Leadership,2026-03-31,Incomplete,68.5,Pending
T-01315,U-039,P-00512,Safety,2026-07-16,Incomplete,66.7,Pending
T-01316,U-020,P-01950,Safety,2025-05-13,Incomplete,62.4,Pending
T-01317,U-050,P-01760,Advanced,2026-06-16,Incomplete,60.3,Pending
T-01318,U-027,P-02806,Advanced,2025-01-06,Completed,99.0,Certified
T-01319,U-039,P-01322,Advanced,2025-02-22,Completed,88.8,Certified
T-01320,U-012,P-02293,Advanced,2025-01-22,Completed,93.5,Certified
T-01321,U-047,P-02968,Core,2026-05-29,Completed,76.3,Pending
T-01322,U-053,P-02108,Advanced,2025-02-06,Completed,95.4,Certified
T-01323,U-022,P-02377,Safety,2025-07-01,Completed,92.2,Certified
T-01324,U-041,P-02565,Safety,2025-05-28,Incomplete,60.2,Pending
T-01325,U-056,P-00801,Safety,2026-05-18,Completed,83.6,Certified
T-01326,U-043,P-02314,Core,2025-06-10,Incomplete,58.7,Pending
T-01327,U-023,P-02007,Advanced,2025-01-12,Completed,93.9,Certified
T-01328,U-034,P-00687,Core,2025-01-16,Incomplete,69.2,Pending
T-01329,U-038,P-02755,Advanced,2026-05-06,Completed,96.1,Certified
T-01330,U-036,P-02449,Advanced,2026-01-05,Completed,80.3,Certified
T-01331,U-038,P-01899,Advanced,2025-12-07,Completed,80.7,Certified
T-01332,U-018,P-02509,Safety,2025-08-05,Completed,86.1,Certified
T-01333,U-028,P-00692,Core,2025-08-26,Completed,74.4,Pending
T-01334,U-011,P-00730,Safety,2025-02-20,Completed,92.8,Certified
T-01335,U-025,P-02257,Leadership,2026-04-30,Incomplete,55.2,Pending
T-01336,U-051,P-02629,Advanced,2026-05-08,Incomplete,56.4,Pending
T-01337,U-041,P-02188,Core,2025-12-22,Incomplete,59.7,Pending
T-01338,U-019,P-00202,Safety,2025-06-01,Completed,95.3,Certified
T-01339,U-010,P-01203,Safety,2026-08-13,Completed,72.2,Pending
T-01340,U-041,P-00663,Core,2026-07-09,Completed,98.0,Certified
T-01341,U-040,P-01338,Safety,2025-03-28,Incomplete,60.3,Pending
T-01342,U-045,P-00766,Leadership,2026-01-28,Incomplete,61.3,Pending
T-01343,U-012,P-00187,Leadership,2025-10-24,Incomplete,56.0,Pending
T-01344,U-042,P-02367,Core,2025-04-16,Incomplete,67.6,Pending
T-01345,U-059,P-01811,Core,2025-08-29,Incomplete,59.9,Pending
T-01346,U-059,P-01662,Leadership,2025-09-12,Incomplete,68.3,Pending
T-01347,U-002,P-01931,Safety,2025-01-22,Incomplete,60.7,Pending
T-01348,U-057,P-00433,Leadership,2026-06-03,Incomplete,61.6,Pending
T-01349,U-033,P-01144,Advanced,2025-10-03,Completed,78.5,Pending
T-01350,U-017,P-00940,Leadership,2026-07-08,Completed,86.4,Certified
T-01351,U-010,P-02705,Leadership,2025-03-18,Completed,74.2,Pending
T-01352,U-006,P-01374,Advanced,2026-08-04,Incomplete,69.1,Pending
T-01353,U-051,P-02826,Safety,2025-11-28,Completed,89.3,Certified
T-01354,U-032,P-01987,Safety,2026-03-26,Incomplete,58.7,Pending
T-01355,U-001,P-02751,Leadership,2025-02-22,Completed,94.1,Certified
T-01356,U-053,P-00183,Core,2025-03-27,Completed,76.0,Pending
T-01357,U-026,P-02639,Core,2025-08-26,Completed,86.7,Certified
T-01358,U-043,P-01502,Leadership,2025-08-17,Incomplete,63.5,Pending
T-01359,U-033,P-01431,Core,2026-04-27,Completed,83.1,Certified
T-01360,U-029,P-00736,Core,2025-12-13,Incomplete,64.1,Pending
T-01361,U-051,P-02586,Safety,2026-06-30,Incomplete,58.9,Pending
T-01362,U-020,P-02956,Leadership,2026-03-07,Completed,96.9,Certified
T-01363,U-045,P-01015,Core,2025-10-06,Completed,91.8,Certified
T-01364,U-028,P-02731,Leadership,2025-02-27,Incomplete,65.0,Pending
T-01365,U-030,P-01538,Safety,2025-11-08,Incomplete,59.9,Pending
T-01366,U-021,P-00598,Core,2025-04-26,Completed,93.6,Certified
T-01367,U-017,P-02855,Safety,2025-09-20,Completed,78.5,Pending
T-01368,U-037,P-02447,Core,2025-06-01,Completed,86.9,Certified
T-01369,U-036,P-02971,Safety,2025-12-10,Completed,86.9,Certified
T-01370,U-028,P-00482,Advanced,2026-02-08,Completed,76.4,Pending
T-01371,U-051,P-02680,Safety,2026-07-16,Completed,72.5,Pending
T-01372,U-056,P-00492,Core,2025-08-12,Incomplete,67.5,Pending
T-01373,U-013,P-01846,Core,2025-01-01,Completed,95.6,Certified
T-01374,U-039,P-02867,Core,2025-04-30,Incomplete,59.2,Pending
T-01375,U-041,P-00441,Leadership,2025-09-11,Incomplete,55.2,Pending
T-01376,U-026,P-02275,Safety,2025-10-05,Incomplete,62.4,Pending
T-01377,U-046,P-00964,Safety,2025-09-29,Incomplete,62.2,Pending
T-01378,U-026,P-02329,Safety,2025-03-24,Completed,92.0,Certified
T-01379,U-003,P-02729,Core,2026-05-14,Completed,78.1,Pending
T-01380,U-027,P-02051,Safety,2025-11-30,Completed,84.4,Certified
T-01381,U-018,P-00267,Core,2025-12-21,Completed,99.6,Certified
T-01382,U-057,P-01168,Leadership,2026-07-26,Completed,94.3,Certified
T-01383,U-008,P-00168,Advanced,2025-10-04,Completed,95.2,Certified
T-01384,U-037,P-01504,Safety,2026-07-01,Completed,82.1,Certified
T-01385,U-017,P-02435,Safety,2025-10-07,Incomplete,64.2,Pending
T-01386,U-043,P-00203,Core,2025-02-04,Completed,78.6,Pending
T-01387,U-019,P-00024,Safety,2026-02-15,Completed,73.7,Pending
T-01388,U-025,P-02512,Advanced,2025-07-12,Completed,79.3,Pending
T-01389,U-005,P-00781,Leadership,2025-06-22,Incomplete,58.9,Pending
T-01390,U-026,P-01595,Safety,2025-01-18,Completed,91.0,Certified
T-01391,U-058,P-02868,Core,2026-04-03,Incomplete,65.7,Pending
T-01392,U-058,P-01422,Core,2026-03-17,Incomplete,55.1,Pending
T-01393,U-058,P-01140,Core,2025-03-03,Incomplete,55.9,Pending
T-01394,U-024,P-01539,Core,2026-08-13,Completed,75.1,Pending
T-01395,U-016,P-00429,Leadership,2026-01-14,Completed,74.9,Pending
T-01396,U-024,P-00402,Safety,2025-06-16,Incomplete,55.8,Pending
T-01397,U-049,P-00105,Safety,2025-08-09,Completed,79.3,Pending
T-01398,U-001,P-02967,Safety,2025-12-29,Completed,77.4,Pending
T-01399,U-037,P-02829,Advanced,2025-07-12,Completed,71.1,Pending
T-01400,U-017,P-00349,Leadership,2026-01-30,Completed,78.6,Pending
T-01401,U-014,P-02937,Advanced,2025-09-19,Completed,70.0,Pending
T-01402,U-037,P-01894,Core,2025-06-01,Completed,98.0,Certified
T-01403,U-038,P-01681,Core,2025-01-08,Completed,78.3,Pending
T-01404,U-024,P-01921,Leadership,2025-09-02,Completed,83.2,Certified
T-01405,U-009,P-00721,Leadership,2025-02-10,Incomplete,57.7,Pending
T-01406,U-010,P-02574,Core,2026-05-18,Completed,91.7,Certified
T-01407,U-028,P-02571,Core,2026-04-21,Completed,89.9,Certified
T-01408,U-018,P-01736,Advanced,2025-12-01,Incomplete,60.8,Pending
T-01409,U-006,P-01374,Core,2025-03-28,Completed,96.3,Certified
T-01410,U-051,P-02650,Core,2025-06-19,Completed,88.3,Certified
T-01411,U-022,P-01802,Core,2026-01-07,Completed,75.9,Pending
T-01412,U-053,P-00391,Leadership,2026-05-30,Completed,79.5,Pending
T-01413,U-045,P-01090,Safety,2026-02-03,Incomplete,69.0,Pending
T-01414,U-011,P-01919,Core,2025-03-04,Completed,74.6,Pending
T-01415,U-036,P-01041,Advanced,2025-12-20,Completed,94.1,Certified
T-01416,U-002,P-02492,Leadership,2025-11-20,Completed,75.0,Pending
T-01417,U-037,P-02036,Safety,2025-09-20,Incomplete,59.2,Pending
T-01418,U-003,P-01222,Safety,2026-03-28,Completed,94.4,Certified
T-01419,U-010,P-02328,Safety,2025-03-31,Completed,84.9,Certified
T-01420,U-016,P-02438,Safety,2026-08-11,Completed,72.6,Pending
T-01421,U-050,P-02521,Core,2025-09-28,Incomplete,55.8,Pending
T-01422,U-039,P-00115,Core,2025-12-09,Completed,86.2,Certified
T-01423,U-009,P-01244,Safety,2025-11-15,Completed,96.9,Certified
T-01424,U-043,P-02341,Safety,2025-05-29,Completed,74.0,Pending
T-01425,U-048,P-00449,Advanced,2026-07-19,Completed,73.9,Pending
T-01426,U-018,P-02520,Advanced,2025-02-19,Completed,75.6,Pending
T-01427,U-045,P-01874,Leadership,2026-02-16,Completed,95.5,Certified
T-01428,U-021,P-01991,Advanced,2025-09-20,Completed,71.0,Pending
T-01429,U-026,P-02639,Core,2025-09-04,Incomplete,68.4,Pending
T-01430,U-018,P-00426,Safety,2026-05-08,Completed,92.7,Certified
T-01431,U-028,P-02414,Core,2026-02-19,Completed,81.7,Certified
T-01432,U-058,P-01422,Core,2025-04-15,Completed,90.3,Certified
T-01433,U-013,P-00537,Core,2026-04-30,Incomplete,67.5,Pending
T-01434,U-023,P-01793,Leadership,2025-08-18,Completed,79.8,Pending
T-01435,U-036,P-01341,Leadership,2026-06-08,Incomplete,56.9,Pending
T-01436,U-008,P-00200,Advanced,2025-05-30,Completed,94.3,Certified
T-01437,U-007,P-01883,Leadership,2026-03-02,Incomplete,60.4,Pending
T-01438,U-050,P-00702,Advanced,2026-01-02,Incomplete,64.3,Pending
T-01439,U-050,P-00739,Core,2025-03-28,Completed,95.7,Certified
T-01440,U-015,P-01889,Leadership,2025-06-27,Completed,99.9,Certified
T-01441,U-058,P-01707,Core,2025-07-28,Completed,70.4,Pending
T-01442,U-042,P-00521,Leadership,2025-04-11,Completed,90.7,Certified
T-01443,U-014,P-00778,Safety,2025-05-20,Completed,70.1,Pending
T-01444,U-058,P-01854,Core,2025-03-26,Completed,96.4,Certified
T-01445,U-001,P-02751,Advanced,2025-08-07,Completed,99.4,Certified
T-01446,U-013,P-00829,Advanced,2025-02-28,Completed,84.1,Certified
T-01447,U-045,P-00212,Advanced,2025-02-14,Incomplete,62.5,Pending
T-01448,U-027,P-01129,Leadership,2026-04-28,Completed,92.4,Certified
T-01449,U-024,P-01266,Leadership,2025-04-07,Incomplete,55.8,Pending
T-01450,U-038,P-02231,Safety,2025-08-14,Completed,96.6,Certified
T-01451,U-015,P-00953,Core,2025-12-15,Incomplete,60.1,Pending
T-01452,U-037,P-01654,Advanced,2025-11-28,Incomplete,68.3,Pending
T-01453,U-007,P-01699,Leadership,2025-12-14,Incomplete,63.0,Pending
T-01454,U-058,P-00792,Safety,2026-07-10,Completed,85.9,Certified
T-01455,U-008,P-00970,Safety,2026-07-31,Incomplete,65.7,Pending
T-01456,U-010,P-00618,Advanced,2026-03-01,Incomplete,60.0,Pending
T-01457,U-032,P-01038,Leadership,2025-03-06,Completed,71.4,Pending
T-01458,U-021,P-01550,Advanced,2025-02-18,Completed,72.3,Pending
T-01459,U-023,P-00850,Advanced,2025-04-09,Completed,99.8,Certified
T-01460,U-037,P-01778,Core,2026-04-23,Completed,89.1,Certified
T-01461,U-040,P-00013,Advanced,2025-03-27,Incomplete,59.3,Pending
T-01462,U-056,P-02871,Safety,2025-12-11,Completed,92.1,Certified
T-01463,U-042,P-02005,Core,2025-05-18,Incomplete,66.8,Pending
T-01464,U-036,P-01507,Core,2026-07-12,Incomplete,59.5,Pending
T-01465,U-034,P-02238,Advanced,2025-10-25,Incomplete,63.6,Pending
T-01466,U-030,P-00063,Core,2026-04-26,Completed,93.5,Certified
T-01467,U-034,P-02356,Safety,2025-09-30,Completed,87.1,Certified
T-01468,U-057,P-02857,Safety,2026-04-30,Completed,86.9,Certified
T-01469,U-026,P-01790,Leadership,2025-06-04,Completed,88.2,Certified
T-01470,U-034,P-01409,Leadership,2025-04-16,Incomplete,64.1,Pending
T-01471,U-033,P-00420,Advanced,2025-02-14,Completed,76.8,Pending
