equipment_id,unit_id,equipment_type,category,manufacturer,acquisition_year,operational_status,condition,utilization_rate,last_maintenance_date,next_maintenance_date,downtime_days
E-00784,U-036,Vehicle,Command,Orion,2017,Operational,Fair,48.9,2025-09-01,2025-12-24,28
E-00785,U-025,Aircraft,Mobility,Apex,2026,Maintenance,Fair,43.4,2025-07-09,2025-08-04,18
E-00786,U-041,Vehicle,Command,Nova,2019,Operational,Good,54.9,2025-07-18,2026-01-11,23
E-00787,U-015,Communications,Surveillance,Orion,2016,Operational,Poor,71.4,2025-02-09,2025-05-22,1
E-00788,U-027,Vehicle,Surveillance,Nova,2017,Operational,Fair,92.3,2026-08-22,2026-12-06,4
E-00789,U-059,Communications,Mobility,Orion,2017,Maintenance,Poor,69.2,2025-08-07,2025-09-09,32
E-00790,U-032,Communications,Mobility,Nova,2023,Operational,Good,51.8,2025-06-09,2025-07-18,20
E-00791,U-029,Sensor,Surveillance,Apex,2015,Operational,Fair,31.0,2026-04-17,2026-09-15,28
E-00792,U-032,Generator,Power,Nova,2026,Operational,Poor,87.2,2026-03-29,2026-05-08,23
E-00793,U-056,Generator,Power,Orion,2015,Operational,Good,84.7,2025-02-27,2025-05-03,0
E-00794,U-009,Communications,Surveillance,Nova,2024,Operational,Good,91.0,2026-06-18,2026-09-25,22
E-00795,U-057,Aircraft,Power,Nova,2021,Operational,Fair,80.9,2025-06-24,2025-07-26,15
E-00796,U-042,Vehicle,Command,Orion,2021,Operational,Poor,75.2,2025-10-06,2026-01-23,19
E-00797,U-041,Communications,Command,Orion,2023,Operational,Poor,27.7,2026-07-04,2026-08-12,15
E-00798,U-054,Sensor,Command,Apex,2015,Limited,Fair,28.0,2025-05-16,2025-08-06,17
E-00799,U-025,Aircraft,Power,Apex,2017,Operational,Good,27.9,2025-04-13,2025-09-17,35
E-00800,U-011,Communications,Mobility,Nova,2026,Operational,Good,74.8,2025-08-30,2025-10-08,24
E-00801,U-034,Communications,Surveillance,Apex,2018,Operational,Poor,65.2,2026-02-25,2026-04-08,30
E-00802,U-016,Sensor,Power,Nova,2022,Operational,Fair,58.6,2025-01-13,2025-02-13,2
E-00803,U-002,Vehicle,Power,Nova,2026,Operational,Good,82.4,2025-05-13,2025-10-01,0
E-00804,U-030,Communications,Power,Nova,2020,Operational,Good,83.6,2026-03-21,2026-08-24,20
E-00805,U-007,Sensor,Mobility,Nova,2020,Operational,Good,81.2,2025-08-10,2026-01-26,5
E-00806,U-040,Generator,Power,Orion,2021,Operational,Poor,57.8,2025-11-08,2026-05-04,25
E-00807,U-023,Vehicle,Command,Orion,2021,Operational,Fair,26.3,2026-02-03,2026-06-15,28
E-00808,U-047,Aircraft,Surveillance,Apex,2021,Operational,Good,66.8,2026-05-29,2026-09-28,6
E-00809,U-009,Sensor,Command,Apex,2020,Operational,Fair,59.6,2026-01-26,2026-06-12,6
E-00810,U-013,Sensor,Power,Apex,2017,Limited,Poor,31.2,2026-06-22,2026-09-23,24
E-00811,U-005,Sensor,Surveillance,Apex,2022,Operational,Fair,36.4,2025-11-01,2026-01-15,0
E-00812,U-019,Sensor,Surveillance,Apex,2025,Operational,Fair,33.9,2025-03-15,2025-04-30,23
E-00813,U-012,Communications,Mobility,Nova,2021,Operational,Poor,79.0,2026-06-08,2026-08-20,26
E-00814,U-017,Generator,Surveillance,Orion,2021,Maintenance,Poor,98.2,2025-01-28,2025-05-27,32
E-00815,U-058,Communications,Surveillance,Nova,2023,Maintenance,Good,20.2,2025-01-23,2025-04-24,34
E-00816,U-015,Sensor,Command,Nova,2016,Maintenance,Fair,66.1,2025-08-22,2025-10-27,9
E-00817,U-050,Sensor,Mobility,Orion,2020,Operational,Poor,37.8,2025-06-21,2025-07-27,2
E-00818,U-059,Sensor,Command,Nova,2016,Operational,Good,63.5,2025-02-21,2025-04-25,8
E-00819,U-033,Sensor,Mobility,Nova,2018,Operational,Good,27.0,2025-10-15,2025-12-03,28
E-00820,U-045,Sensor,Power,Nova,2022,Operational,Poor,69.0,2025-02-24,2025-07-27,16
E-00821,U-054,Aircraft,Surveillance,Nova,2024,Maintenance,Good,45.3,2025-10-19,2025-12-12,6
E-00822,U-032,Generator,Surveillance,Orion,2021,Operational,Fair,61.3,2025-04-24,2025-06-07,35
E-00823,U-040,Vehicle,Surveillance,Apex,2022,Limited,Good,70.5,2025-04-15,2025-07-24,26
E-00824,U-056,Sensor,Command,Apex,2017,Operational,Poor,56.9,2025-04-07,2025-07-29,22
E-00825,U-029,Vehicle,Surveillance,Nova,2019,Operational,Poor,52.8,2026-03-01,2026-07-23,35
E-00826,U-033,Aircraft,Command,Nova,2026,Operational,Poor,67.2,2025-04-01,2025-09-16,3
E-00827,U-026,Vehicle,Mobility,Apex,2025,Limited,Good,60.0,2025-06-20,2025-10-27,31
E-00828,U-023,Vehicle,Surveillance,Apex,2026,Operational,Good,53.7,2025-06-25,2025-08-14,15
E-00829,U-005,Generator,Power,Nova,2015,Maintenance,Good,44.8,2026-06-24,2026-12-15,3
E-00830,U-016,Aircraft,Power,Nova,2019,Maintenance,Fair,61.3,2025-06-17,2025-09-30,32
E-00831,U-015,Communications,Mobility,Apex,2022,Operational,Fair,99.9,2026-03-08,2026-05-22,9
E-00832,U-010,Vehicle,Surveillance,Orion,2016,Operational,Poor,76.0,2025-12-17,2026-02-22,20
E-00833,U-036,Sensor,Surveillance,Apex,2016,Operational,Poor,99.3,2025-09-18,2025-11-25,25
E-00834,U-052,Aircraft,Surveillance,Apex,2024,Operational,Poor,40.9,2025-05-05,2025-07-30,6
E-00835,U-053,Generator,Power,Apex,2016,Operational,Fair,51.2,2026-07-23,2026-08-25,15
E-00836,U-001,Aircraft,Power,Nova,2015,Maintenance,Poor,67.0,2026-02-14,2026-05-23,23
E-00837,U-057,Communications,Power,Nova,2015,Limited,Poor,98.8,2026-04-21,2026-10-14,11
E-00838,U-045,Sensor,Command,Orion,2025,Operational,Good,53.5,2026-04-17,2026-09-14,4
E-00839,U-005,Aircraft,Surveillance,Apex,2021,Operational,Fair,22.3,2025-08-09,2025-10-02,7
E-00840,U-031,Vehicle,Command,Orion,2017,Operational,Poor,33.7,2025-10-28,2025-12-30,17
E-00841,U-007,Vehicle,Surveillance,Nova,2018,Limited,Good,78.7,2025-08-24,2026-01-02,20
E-00842,U-020,Aircraft,Mobility,Nova,2019,Operational,Fair,41.5,2025-04-07,2025-07-11,35
E-00843,U-056,Vehicle,Command,Nova,2019,Operational,Good,84.7,2025-06-09,2025-10-01,0
E-00844,U-045,Sensor,Power,Nova,2016,Operational,Good,73.5,2026-03-26,2026-08-24,27
E-00845,U-043,Sensor,Power,Apex,2024,Operational,Poor,42.8,2025-12-11,2026-03-20,31
E-00846,U-023,Aircraft,Mobility,Apex,2022,Operational,Good,45.6,2026-07-07,2026-08-30,19
E-00847,U-054,Aircraft,Mobility,Nova,2017,Operational,Fair,88.8,2025-04-06,2025-05-14,1
E-00848,U-042,Sensor,Power,Nova,2019,Operational,Good,79.9,2025-11-22,2026-05-12,11
E-00849,U-003,Sensor,Surveillance,Nova,2021,Operational,Fair,66.6,2025-09-05,2026-01-11,11
E-00850,U-050,Generator,Command,Apex,2023,Operational,Fair,27.5,2026-08-07,2026-10-30,5
E-00851,U-054,Communications,Mobility,Nova,2018,Operational,Fair,30.1,2026-07-09,2026-09-05,18
E-00852,U-001,Communications,Command,Orion,2021,Operational,Good,36.1,2026-03-11,2026-06-15,33
E-00853,U-035,Generator,Command,Orion,2020,Operational,Good,95.1,2025-09-01,2026-02-02,24
E-00854,U-028,Aircraft,Surveillance,Orion,2019,Operational,Good,42.7,2025-02-08,2025-07-21,11
E-00855,U-025,Generator,Power,Apex,2022,Operational,Fair,36.3,2026-07-22,2026-08-16,22
E-00856,U-011,Aircraft,Power,Nova,2019,Limited,Fair,87.5,2026-06-20,2026-07-12,15
E-00857,U-037,Generator,Power,Apex,2020,Operational,Poor,27.7,2026-03-09,2026-07-27,25
E-00858,U-022,Sensor,Mobility,Nova,2023,Operational,Good,20.4,2025-09-22,2026-03-12,21
E-00859,U-018,Aircraft,Surveillance,Apex,2019,Operational,Fair,79.2,2026-07-18,2027-01-10,25
E-00860,U-043,Sensor,Surveillance,Orion,2024,Operational,Poor,68.9,2026-06-13,2026-09-07,29
E-00861,U-002,Sensor,Mobility,Orion,2024,Operational,Good,26.8,2025-04-20,2025-07-15,28
E-00862,U-059,Vehicle,Command,Nova,2019,Operational,Poor,94.6,2025-03-24,2025-08-05,6
E-00863,U-022,Generator,Surveillance,Orion,2026,Operational,Fair,20.0,2026-05-07,2026-08-21,4
E-00864,U-035,Vehicle,Mobility,Orion,2022,Limited,Poor,43.4,2026-03-09,2026-08-20,11
E-00865,U-014,Generator,Surveillance,Nova,2023,Operational,Fair,21.5,2025-08-01,2025-10-31,20
E-00866,U-049,Sensor,Surveillance,Nova,2024,Operational,Good,58.8,2025-12-10,2026-03-19,2
E-00867,U-009,Aircraft,Surveillance,Apex,2022,Operational,Poor,63.0,2025-07-02,2025-09-02,21
E-00868,U-052,Generator,Mobility,Apex,2020,Maintenance,Good,98.4,2025-05-08,2025-07-28,34
E-00869,U-021,Communications,Surveillance,Orion,2023,Maintenance,Good,70.3,2026-03-15,2026-06-06,33
E-00870,U-042,Communications,Surveillance,Nova,2015,Operational,Poor,50.8,2026-08-10,2026-11-20,32
E-00871,U-023,Vehicle,Mobility,Apex,2017,Operational,Fair,63.9,2025-01-20,2025-05-16,21
E-00872,U-006,Generator,Power,Apex,2026,Operational,Fair,56.8,2025-01-02,2025-06-05,24
E-00873,U-049,Communications,Surveillance,Orion,2021,Maintenance,Good,24.1,2025-02-19,2025-04-29,27
E-00874,U-014,Generator,Command,Nova,2024,Operational,Fair,52.2,2025-11-08,2026-04-30,24
E-00875,U-048,Vehicle,Mobility,Nova,2017,Operational,Good,37.8,2025-08-27,2026-01-06,26
E-00876,U-006,Sensor,Command,Apex,2022,Maintenance,Fair,42.4,2025-02-18,2025-06-09,29
E-00877,U-030,Sensor,Command,Orion,2018,Operational,Fair,55.6,2025-06-27,2025-10-05,2
E-00878,U-033,Sensor,Power,Orion,2020,Limited,Poor,41.8,2026-05-16,2026-08-17,15
E-00879,U-019,Communications,Power,Apex,2022,Limited,Poor,56.8,2025-12-09,2026-03-03,1
E-00880,U-049,Sensor,Surveillance,Orion,2023,Operational,Fair,42.5,2026-05-03,2026-07-29,9
E-00881,U-002,Sensor,Power,Apex,2019,Maintenance,Poor,55.6,2026-03-08,2026-05-18,19
E-00882,U-006,Sensor,Command,Nova,2018,Operational,Good,69.8,2025-11-21,2025-12-25,2
E-00883,U-042,Generator,Mobility,Orion,2020,Operational,Fair,48.6,2026-08-08,2027-01-04,9
E-00884,U-016,Generator,Command,Nova,2020,Operational,Poor,72.6,2025-09-27,2026-01-18,15
E-00885,U-022,Communications,Surveillance,Orion,2015,Operational,Poor,74.7,2025-07-25,2025-08-17,2
E-00886,U-017,Aircraft,Mobility,Apex,2015,Maintenance,Poor,39.6,2025-01-30,2025-05-08,23
E-00887,U-053,Vehicle,Surveillance,Orion,2016,Operational,Good,63.8,2025-03-21,2025-06-30,32
E-00888,U-014,Sensor,Surveillance,Apex,2019,Maintenance,Poor,44.5,2025-10-11,2026-02-22,27
E-00889,U-060,Sensor,Surveillance,Nova,2015,Operational,Fair,77.6,2026-06-07,2026-11-23,26
E-00890,U-026,Communications,Mobility,Nova,2020,Operational,Poor,30.7,2026-07-15,2026-11-15,21
E-00891,U-039,Aircraft,Mobility,Orion,2026,Operational,Good,76.1,2025-01-18,2025-04-07,0
E-00892,U-047,Communications,Surveillance,Orion,2019,Operational,Good,45.2,2026-08-12,2027-01-02,15
E-00893,U-040,Communications,Command,Apex,2019,Limited,Good,48.4,2026-03-09,2026-05-23,5
E-00894,U-035,Vehicle,Power,Orion,2019,Operational,Fair,89.4,2026-01-21,2026-04-05,35
E-00895,U-038,Sensor,Power,Apex,2019,Operational,Fair,43.9,2025-09-17,2025-12-23,8
E-00896,U-001,Aircraft,Power,Orion,2016,Operational,Good,94.4,2025-12-02,2026-02-02,14
E-00897,U-051,Communications,Power,Apex,2023,Limited,Poor,74.6,2026-05-08,2026-09-09,26
E-00898,U-020,Generator,Mobility,Apex,2016,Maintenance,Good,93.5,2026-05-06,2026-06-14,32
E-00899,U-044,Communications,Power,Nova,2020,Operational,Good,41.4,2025-01-09,2025-05-16,20
E-00900,U-035,Communications,Power,Nova,2017,Operational,Poor,29.5,2025-12-24,2026-06-02,20
E-00901,U-022,Aircraft,Power,Nova,2025,Operational,Good,93.3,2026-08-15,2027-01-23,24
E-00902,U-022,Vehicle,Surveillance,Orion,2020,Operational,Poor,34.2,2026-06-16,2026-11-20,13
E-00903,U-055,Generator,Mobility,Nova,2026,Operational,Good,78.6,2025-08-14,2025-10-23,34
E-00904,U-005,Communications,Power,Apex,2026,Operational,Poor,98.6,2026-01-30,2026-04-04,19
E-00905,U-059,Aircraft,Power,Nova,2022,Operational,Poor,87.3,2025-04-16,2025-05-19,6
E-00906,U-012,Generator,Command,Orion,2018,Operational,Fair,27.3,2026-06-12,2026-07-24,18
E-00907,U-047,Communications,Command,Apex,2020,Operational,Poor,48.5,2025-04-01,2025-06-10,3
E-00908,U-005,Vehicle,Command,Apex,2019,Operational,Fair,20.8,2025-08-17,2025-12-27,34
E-00909,U-006,Aircraft,Surveillance,Orion,2024,Operational,Poor,44.2,2025-02-18,2025-05-29,20
E-00910,U-030,Communications,Power,Orion,2019,Operational,Good,82.6,2026-03-19,2026-05-25,6
E-00911,U-010,Generator,Command,Apex,2021,Operational,Fair,74.8,2025-10-01,2026-03-28,6
E-00912,U-002,Sensor,Surveillance,Nova,2024,Operational,Good,21.4,2025-04-18,2025-09-19,8
E-00913,U-011,Vehicle,Surveillance,Nova,2017,Operational,Fair,85.9,2025-05-18,2025-07-09,9
E-00914,U-044,Generator,Surveillance,Apex,2025,Operational,Fair,86.9,2026-05-27,2026-11-08,24
E-00915,U-010,Communications,Power,Orion,2024,Operational,Poor,26.9,2026-06-26,2026-07-16,0
E-00916,U-023,Generator,Surveillance,Apex,2017,Operational,Poor,70.2,2025-05-23,2025-06-24,12
E-00917,U-011,Vehicle,Surveillance,Orion,2023,Operational,Fair,69.3,2025-02-01,2025-03-25,16
E-00918,U-052,Sensor,Mobility,Apex,2024,Operational,Fair,27.1,2026-07-24,2026-11-06,11
E-00919,U-058,Aircraft,Mobility,Nova,2017,Operational,Poor,95.8,2025-12-06,2026-04-07,1
E-00920,U-052,Generator,Mobility,Apex,2017,Operational,Fair,21.0,2025-02-14,2025-06-05,19
E-00921,U-057,Sensor,Surveillance,Nova,2024,Maintenance,Fair,23.3,2025-09-27,2026-03-14,1
E-00922,U-017,Aircraft,Power,Orion,2021,Operational,Poor,40.8,2026-05-30,2026-06-28,6
E-00923,U-058,Generator,Surveillance,Apex,2018,Operational,Poor,64.7,2025-12-04,2026-05-08,32
E-00924,U-060,Sensor,Power,Orion,2026,Limited,Poor,69.9,2026-03-30,2026-06-18,4
E-00925,U-014,Sensor,Command,Apex,2024,Operational,Good,90.8,2025-02-23,2025-04-09,12
E-00926,U-036,Generator,Surveillance,Nova,2019,Operational,Poor,80.3,2025-01-10,2025-02-19,0
E-00927,U-014,Communications,Power,Apex,2026,Limited,Poor,40.5,2025-01-18,2025-06-20,20
E-00928,U-047,Communications,Power,Orion,2016,Operational,Poor,76.9,2026-07-28,2026-09-17,16
E-00929,U-030,Communications,Power,Orion,2017,Operational,Poor,39.1,2026-01-06,2026-04-27,5
E-00930,U-048,Communications,Mobility,Nova,2020,Operational,Poor,37.7,2026-05-01,2026-08-29,31
E-00931,U-001,Aircraft,Surveillance,Nova,2023,Limited,Poor,81.6,2025-09-19,2026-01-01,24
E-00932,U-045,Generator,Command,Apex,2023,Operational,Good,77.4,2025-06-20,2025-07-10,7
E-00933,U-034,Communications,Power,Apex,2015,Operational,Fair,91.9,2025-06-07,2025-11-05,21
E-00934,U-028,Sensor,Surveillance,Orion,2025,Limited,Fair,60.2,2025-11-02,2026-04-27,25
E-00935,U-018,Communications,Surveillance,Orion,2026,Operational,Fair,66.0,2026-07-19,2027-01-02,30
E-00936,U-022,Communications,Power,Nova,2018,Operational,Good,95.0,2025-03-23,2025-07-03,22
E-00937,U-044,Aircraft,Surveillance,Orion,2023,Operational,Poor,56.6,2025-06-12,2025-09-10,5
E-00938,U-044,Aircraft,Surveillance,Nova,2017,Operational,Fair,55.5,2025-10-26,2025-12-15,7
E-00939,U-051,Generator,Power,Apex,2019,Maintenance,Poor,52.5,2026-03-11,2026-06-20,4
E-00940,U-050,Generator,Mobility,Nova,2021,Operational,Fair,62.4,2026-03-23,2026-07-30,15
E-00941,U-060,Aircraft,Command,Orion,2026,Operational,Poor,85.5,2025-02-21,2025-03-28,7
E-00942,U-026,Vehicle,Power,Nova,2022,Operational,Poor,71.1,2025-02-08,2025-04-13,17
E-00943,U-010,Generator,Command,Orion,2025,Operational,Poor,33.4,2026-06-21,2026-10-16,26
E-00944,U-036,Aircraft,Power,Orion,2025,Operational,Poor,23.9,2026-08-05,2026-09-15,32
E-00945,U-003,Communications,Command,Orion,2023,Operational,Good,25.8,2025-01-09,2025-04-24,14
E-00946,U-029,Aircraft,Surveillance,Orion,2026,Operational,Fair,28.3,2026-01-19,2026-05-07,20
E-00947,U-017,Vehicle,Power,Apex,2024,Operational,Good,91.4,2026-03-03,2026-04-02,27
E-00948,U-032,Communications,Surveillance,Apex,2015,Operational,Poor,46.6,2026-02-17,2026-04-30,25
E-00949,U-060,Vehicle,Mobility,Nova,2026,Operational,Good,76.8,2026-08-11,2026-11-28,26
E-00950,U-029,Generator,Mobility,Apex,2016,Operational,Fair,97.6,2026-05-29,2026-08-12,35
E-00951,U-016,Sensor,Power,Orion,2023,Operational,Good,27.1,2026-05-25,2026-07-24,24
E-00952,U-012,Communications,Power,Orion,2022,Operational,Poor,61.0,2025-09-24,2025-12-26,25
E-00953,U-001,Aircraft,Mobility,Orion,2020,Maintenance,Good,73.3,2026-07-29,2027-01-09,6
E-00954,U-039,Sensor,Surveillance,Orion,2020,Limited,Good,32.3,2025-03-08,2025-06-06,19
E-00955,U-007,Generator,Command,Nova,2016,Operational,Fair,93.4,2025-06-19,2025-12-14,34
E-00956,U-012,Aircraft,Power,Nova,2024,Limited,Fair,41.8,2025-09-08,2026-01-19,27
E-00957,U-023,Aircraft,Mobility,Orion,2015,Operational,Fair,46.1,2025-11-23,2026-05-18,16
E-00958,U-042,Communications,Surveillance,Nova,2022,Operational,Poor,59.4,2025-11-10,2026-02-24,26
E-00959,U-052,Vehicle,Power,Nova,2015,Operational,Fair,52.4,2025-05-25,2025-08-14,19
E-00960,U-056,Communications,Power,Nova,2022,Operational,Fair,30.0,2025-12-21,2026-01-23,3
E-00961,U-008,Generator,Surveillance,Orion,2018,Operational,Fair,69.2,2025-12-08,2026-03-05,15
E-00962,U-043,Aircraft,Surveillance,Apex,2017,Operational,Fair,95.4,2025-09-26,2026-02-12,32
E-00963,U-022,Vehicle,Command,Orion,2019,Operational,Poor,97.3,2025-09-18,2026-02-09,19
E-00964,U-007,Generator,Power,Orion,2018,Operational,Poor,73.2,2026-07-01,2026-08-28,15
E-00965,U-056,Generator,Power,Orion,2023,Operational,Good,86.7,2026-07-04,2026-12-20,22
E-00966,U-032,Generator,Mobility,Nova,2021,Operational,Fair,23.5,2026-05-15,2026-10-17,16
E-00967,U-041,Sensor,Command,Apex,2018,Operational,Poor,78.9,2025-07-18,2025-10-23,28
E-00968,U-001,Sensor,Mobility,Orion,2021,Operational,Poor,99.8,2025-01-19,2025-06-01,6
E-00969,U-017,Communications,Power,Apex,2023,Maintenance,Fair,77.1,2026-05-16,2026-10-29,21
E-00970,U-003,Sensor,Power,Orion,2026,Limited,Fair,23.0,2025-08-10,2025-12-26,1
E-00971,U-013,Vehicle,Mobility,Orion,2020,Operational,Poor,74.2,2025-04-14,2025-05-14,6
E-00972,U-029,Sensor,Power,Nova,2015,Operational,Fair,63.4,2026-01-28,2026-07-19,11
E-00973,U-034,Vehicle,Surveillance,Nova,2017,Operational,Good,79.9,2025-11-18,2026-03-11,15
E-00974,U-043,Sensor,Surveillance,Orion,2025,Limited,Good,48.2,2026-08-23,2026-11-01,27
E-00975,U-032,Generator,Surveillance,Apex,2022,Operational,Good,56.4,2026-01-12,2026-03-07,34
E-00976,U-035,Vehicle,Command,Apex,2020,Operational,Good,80.3,2025-10-04,2026-03-29,0
E-00977,U-005,Vehicle,Surveillance,Orion,2017,Operational,Fair,70.8,2025-07-14,2026-01-07,14
E-00978,U-028,Generator,Surveillance,Nova,2026,Operational,Poor,53.1,2025-08-19,2025-09-24,17
E-00979,U-034,Vehicle,Mobility,Orion,2025,Operational,Poor,38.3,2025-07-20,2025-11-10,27
E-00980,U-054,Communications,Surveillance,Apex,2023,Operational,Good,97.9,2026-07-29,2026-11-13,11
E-00981,U-043,Sensor,Power,Nova,2016,Operational,Good,90.9,2025-08-31,2026-01-31,24
E-00982,U-028,Communications,Command,Apex,2017,Operational,Good,41.1,2025-04-01,2025-06-02,20
E-00983,U-056,Vehicle,Mobility,Nova,2022,Operational,Poor,63.7,2026-01-22,2026-03-20,21
E-00984,U-052,Generator,Surveillance,Orion,2025,Operational,Poor,41.8,2026-02-08,2026-06-03,13
E-00985,U-012,Generator,Power,Apex,2016,Operational,Poor,27.8,2025-11-21,2026-04-26,21
E-00986,U-006,Sensor,Command,Nova,2015,Operational,Poor,47.1,2026-01-27,2026-03-02,13
E-00987,U-036,Aircraft,Command,Orion,2026,Limited,Fair,61.0,2025-04-13,2025-05-28,34
E-00988,U-050,Vehicle,Power,Orion,2025,Operational,Good,33.3,2026-05-24,2026-07-02,16
E-00989,U-043,Communications,Command,Orion,2019,Limited,Good,92.0,2025-09-07,2025-10-25,11
E-00990,U-029,Communications,Surveillance,Apex,2018,Operational,Good,60.7,2026-07-09,2026-11-07,18
E-00991,U-030,Aircraft,Mobility,Orion,2025,Maintenance,Poor,58.7,2025-02-17,2025-04-05,34
E-00992,U-016,Communications,Power,Apex,2022,Maintenance,Fair,72.3,2026-01-22,2026-02-27,26
E-00993,U-012,Communications,Mobility,Orion,2023,Operational,Poor,87.6,2026-05-26,2026-09-24,35
E-00994,U-004,Aircraft,Surveillance,Nova,2018,Operational,Good,38.1,2025-04-16,2025-06-16,24
E-00995,U-055,Sensor,Power,Nova,2021,Operational,Fair,43.9,2025-12-03,2026-05-22,5
E-00996,U-026,Communications,Mobility,Orion,2019,Operational,Poor,22.7,2025-11-27,2026-05-10,31
E-00997,U-042,Generator,Command,Orion,2025,Operational,Good,76.4,2025-08-23,2026-02-11,28
E-00998,U-044,Aircraft,Mobility,Nova,2020,Operational,Poor,65.9,2025-05-07,2025-07-14,25
E-00999,U-035,Sensor,Surveillance,Apex,2022,Operational,Fair,34.0,2026-08-17,2026-11-30,15
E-01000,U-005,Communications,Power,Apex,2021,Operational,Good,31.2,2026-02-12,2026-04-01,27
E-01001,U-037,Aircraft,Surveillance,Orion,2019,Operational,Poor,20.8,2026-07-18,2027-01-08,14
E-01002,U-013,Communications,Power,Apex,2025,Operational,Poor,71.1,2026-07-13,2026-08-03,26
E-01003,U-024,Generator,Mobility,Orion,2019,Maintenance,Fair,93.5,2025-09-03,2025-12-28,13
E-01004,U-050,Vehicle,Command,Nova,2016,Operational,Fair,23.8,2025-05-06,2025-06-17,9
E-01005,U-059,Communications,Mobility,Nova,2020,Limited,Fair,61.1,2025-09-08,2026-02-24,30
E-01006,U-037,Generator,Surveillance,Apex,2022,Operational,Fair,26.5,2025-08-14,2026-01-05,1
E-01007,U-013,Sensor,Surveillance,Apex,2024,Operational,Fair,25.9,2025-12-20,2026-03-14,24
E-01008,U-001,Sensor,Power,Nova,2018,Operational,Poor,70.5,2025-04-06,2025-09-24,20
E-01009,U-014,Sensor,Power,Apex,2023,Operational,Fair,81.1,2026-04-04,2026-08-05,29
E-01010,U-030,Vehicle,Surveillance,Orion,2018,Operational,Fair,46.0,2025-03-04,2025-08-21,29
E-01011,U-044,Sensor,Command,Apex,2018,Operational,Good,34.2,2025-03-23,2025-09-07,26
E-01012,U-048,Sensor,Power,Orion,2016,Maintenance,Good,44.2,2025-12-08,2026-03-09,34
E-01013,U-055,Generator,Surveillance,Nova,2018,Operational,Good,63.3,2026-08-24,2026-12-10,24
E-01014,U-002,Communications,Surveillance,Apex,2022,Operational,Poor,82.4,2025-10-24,2026-04-11,23
E-01015,U-053,Sensor,Mobility,Apex,2016,Operational,Good,58.7,2026-05-04,2026-10-18,30
E-01016,U-026,Generator,Power,Nova,2026,Operational,Fair,53.5,2026-04-06,2026-08-22,9
E-01017,U-033,Communications,Surveillance,Nova,2024,Maintenance,Good,43.7,2025-06-05,2025-09-19,17
E-01018,U-044,Aircraft,Mobility,Nova,2023,Operational,Fair,96.5,2025-07-28,2025-11-22,33
E-01019,U-055,Vehicle,Surveillance,Orion,2026,Operational,Poor,78.3,2026-03-03,2026-05-08,26
E-01020,U-005,Communications,Surveillance,Nova,2022,Operational,Good,70.0,2026-06-16,2026-10-27,28
E-01021,U-057,Aircraft,Power,Orion,2015,Maintenance,Poor,36.4,2026-03-26,2026-09-06,26
E-01022,U-010,Sensor,Surveillance,Nova,2017,Operational,Poor,84.6,2025-08-17,2025-12-28,4
E-01023,U-043,Sensor,Command,Orion,2016,Operational,Good,64.3,2025-02-26,2025-07-03,11
E-01024,U-012,Aircraft,Command,Orion,2018,Operational,Good,38.5,2026-02-21,2026-05-13,3
E-01025,U-051,Aircraft,Command,Orion,2019,Operational,Fair,21.8,2025-08-09,2025-12-09,1
E-01026,U-054,Generator,Command,Nova,2015,Operational,Fair,69.0,2026-08-03,2026-09-25,12
E-01027,U-022,Sensor,Power,Apex,2024,Maintenance,Fair,27.2,2026-07-05,2026-12-01,21
E-01028,U-016,Vehicle,Surveillance,Orion,2019,Maintenance,Poor,90.9,2025-02-19,2025-07-31,21
E-01029,U-019,Generator,Command,Apex,2016,Limited,Poor,70.5,2026-05-06,2026-10-06,0
E-01030,U-017,Generator,Power,Apex,2023,Operational,Good,45.9,2026-01-06,2026-05-19,26
E-01031,U-049,Generator,Power,Apex,2022,Operational,Poor,88.8,2025-05-16,2025-09-21,35
E-01032,U-034,Sensor,Mobility,Nova,2017,Maintenance,Good,38.3,2026-07-12,2026-12-30,8
E-01033,U-011,Vehicle,Surveillance,Apex,2016,Operational,Poor,97.5,2025-09-13,2025-12-25,35
E-01034,U-026,Aircraft,Command,Nova,2022,Operational,Poor,62.0,2025-08-02,2025-12-23,10
E-01035,U-059,Communications,Mobility,Orion,2017,Limited,Fair,65.4,2026-05-24,2026-09-25,11
E-01036,U-037,Aircraft,Surveillance,Orion,2019,Operational,Good,54.2,2026-05-01,2026-07-20,12
E-01037,U-049,Aircraft,Mobility,Orion,2015,Operational,Good,45.9,2026-07-09,2026-08-08,11
E-01038,U-034,Generator,Mobility,Apex,2015,Maintenance,Good,74.5,2025-11-16,2025-12-06,5
E-01039,U-047,Generator,Power,Orion,2016,Maintenance,Fair,42.0,2026-01-05,2026-06-01,8
E-01040,U-043,Generator,Surveillance,Orion,2017,Operational,Fair,45.6,2025-02-26,2025-03-22,6
E-01041,U-023,Aircraft,Surveillance,Orion,2019,Operational,Good,86.0,2026-02-20,2026-05-09,25
E-01042,U-004,Generator,Power,Nova,2023,Maintenance,Good,36.1,2026-07-02,2026-12-15,23
E-01043,U-033,Communications,Command,Orion,2023,Maintenance,Poor,71.5,2025-05-26,2025-10-02,3
E-01044,U-051,Generator,Surveillance,Nova,2017,Operational,Good,30.8,2025-09-23,2026-02-14,4
