mission_id,unit_id,mission_type,region,start_date,end_date,mission_status,personnel_deployed,equipment_deployed,mission_priority
MS-00953,U-006,Training,Base 06,2025-07-28,2025-07-29,Completed,183,20,High
MS-00954,U-002,Transport,Base 02,2025-12-10,2025-12-18,Completed,200,14,Routine
MS-00955,U-019,Support,Base 19,2025-04-26,2025-05-03,Planned,40,32,Routine
MS-00956,U-051,Transport,Base 51,2025-06-11,2025-06-21,Planned,80,19,Critical
MS-00957,U-007,Training,Base 07,2025-01-13,2025-01-27,Active,261,37,High
MS-00958,U-033,Training,Base 33,2026-08-02,2026-08-10,Completed,124,26,Routine
MS-00959,U-001,Transport,Base 01,2025-10-10,2025-10-23,Completed,195,33,Critical
MS-00960,U-019,Training,Base 19,2025-05-24,2025-06-07,Completed,137,31,Routine
MS-00961,U-030,Support,Base 30,2025-08-01,2025-08-16,Completed,196,14,High
MS-00962,U-010,Transport,Base 10,2025-09-19,2025-09-24,Planned,263,9,Routine
MS-00963,U-059,Training,Base 59,2025-06-12,2025-06-27,Planned,181,6,High
MS-00964,U-042,Training,Base 42,2025-09-05,2025-09-15,Active,43,5,Critical
MS-00965,U-007,Transport,Base 07,2025-05-28,2025-06-09,Planned,211,17,High
MS-00966,U-048,Support,Base 48,2025-02-22,2025-03-04,Completed,28,34,Critical
MS-00967,U-023,Training,Base 23,2025-08-30,2025-08-31,Completed,153,4,Routine
MS-00968,U-014,Transport,Base 14,2026-05-21,2026-05-30,Planned,220,33,Critical
MS-00969,U-052,Training,Base 52,2025-05-14,2025-05-28,Active,271,26,Critical
MS-00970,U-009,Training,Base 09,2025-09-27,2025-09-29,Active,189,38,Critical
MS-00971,U-039,Exercise,Base 39,2025-09-07,2025-09-16,Active,170,21,High
MS-00972,U-039,Exercise,Base 39,2025-10-19,2025-10-25,Active,187,8,High
MS-00973,U-038,Exercise,Base 38,2025-10-07,2025-10-14,Active,144,23,High
MS-00974,U-041,Training,Base 41,2025-06-15,2025-06-16,Completed,58,3,Critical
MS-00975,U-024,Exercise,Base 24,2025-02-10,2025-02-23,Planned,70,33,Routine
MS-00976,U-060,Support,Base 60,2026-01-08,2026-01-16,Active,69,31,High
MS-00977,U-048,Exercise,Base 48,2025-09-26,2025-10-05,Planned,288,21,High
MS-00978,U-037,Transport,Base 37,2026-03-29,2026-04-09,Active,58,9,High
MS-00979,U-048,Transport,Base 48,2025-10-25,2025-11-06,Active,235,21,Routine
MS-00980,U-048,Support,Base 48,2025-09-07,2025-09-16,Planned,140,26,High
MS-00981,U-001,Training,Base 01,2025-02-11,2025-02-16,Active,300,28,Critical
MS-00982,U-051,Training,Base 51,2025-05-21,2025-06-02,Completed,270,8,Critical
MS-00983,U-044,Training,Base 44,2026-07-09,2026-07-23,Active,119,5,Critical
MS-00984,U-029,Transport,Base 29,2025-12-16,2025-12-30,Completed,228,8,High
MS-00985,U-021,Transport,Base 21,2026-07-22,2026-07-24,Planned,120,2,Routine
MS-00986,U-047,Support,Base 47,2025-07-29,2025-08-01,Active,228,20,High
MS-00987,U-012,Training,Base 12,2025-01-23,2025-02-03,Completed,269,13,Critical
MS-00988,U-033,Training,Base 33,2025-09-04,2025-09-17,Active,176,7,Critical
MS-00989,U-056,Support,Base 56,2025-01-30,2025-02-13,Planned,110,40,High
MS-00990,U-013,Exercise,Base 13,2026-06-08,2026-06-11,Completed,179,40,Critical
MS-00991,U-048,Exercise,Base 48,2025-06-07,2025-06-11,Active,197,8,Critical
MS-00992,U-057,Support,Base 57,2025-06-15,2025-06-27,Completed,181,35,Routine
MS-00993,U-045,Training,Base 45,2026-03-29,2026-04-01,Planned,114,24,High
MS-00994,U-034,Training,Base 34,2025-07-21,2025-07-25,Completed,291,8,Routine
MS-00995,U-015,Transport,Base 15,2025-01-18,2025-01-30,Active,96,22,Routine
MS-00996,U-028,Exercise,Base 28,2025-02-19,2025-02-21,Planned,65,36,Critical
MS-00997,U-007,Support,Base 07,2025-07-09,2025-07-24,Active,265,15,Critical
MS-00998,U-034,Exercise,Base 34,2026-07-29,2026-08-13,Active,92,12,Routine
MS-00999,U-009,Support,Base 09,2025-09-28,2025-10-10,Planned,232,24,Routine
MS-01000,U-053,Exercise,Base 53,2025-04-08,2025-04-10,Active,246,19,High
MS-01001,U-012,Transport,Base 12,2025-02-18,2025-03-02,Active,37,39,Critical
MS-01002,U-006,Training,Base 06,2025-03-10,2025-03-12,Completed,278,3,Critical
MS-01003,U-052,Exercise,Base 52,2026-01-16,2026-01-18,Planned,52,22,Routine
MS-01004,U-043,Exercise,Base 43,2025-11-07,2025-11-10,Active,195,5,Routine
MS-01005,U-008,Training,Base 08,2025-06-20,2025-07-03,Completed,50,35,Routine
MS-01006,U-026,Exercise,Base 26,2026-04-24,2026-04-28,Planned,48,39,High
MS-01007,U-016,Exercise,Base 16,2026-07-26,2026-08-03,Planned,68,20,Critical
MS-01008,U-016,Exercise,Base 16,2026-05-20,2026-05-30,Active,36,19,High
MS-01009,U-008,Exercise,Base 08,2025-11-07,2025-11-12,Completed,295,34,Routine
MS-01010,U-051,Transport,Base 51,2026-05-22,2026-06-04,Completed,52,4,Critical
MS-01011,U-023,Support,Base 23,2026-07-23,2026-08-05,Completed,296,17,High
MS-01012,U-060,Support,Base 60,2025-03-08,2025-03-16,Completed,136,28,Critical
MS-01013,U-012,Training,Base 12,2025-11-05,2025-11-15,Planned,48,24,Routine
MS-01014,U-049,Support,Base 49,2025-08-24,2025-09-05,Planned,177,32,High
MS-01015,U-001,Training,Base 01,2025-03-13,2025-03-22,Active,202,28,Routine
MS-01016,U-059,Transport,Base 59,2026-01-22,2026-02-05,Active,208,35,High
MS-01017,U-033,Exercise,Base 33,2026-07-20,2026-07-22,Planned,210,24,High
MS-01018,U-031,Training,Base 31,2025-03-28,2025-03-29,Completed,251,25,High
MS-01019,U-028,Support,Base 28,2026-03-20,2026-04-04,Completed,56,5,Critical
MS-01020,U-025,Exercise,Base 25,2025-04-16,2025-04-21,Active,36,17,Routine
MS-01021,U-031,Transport,Base 31,2025-07-31,2025-08-04,Planned,219,35,Routine
MS-01022,U-055,Exercise,Base 55,2026-05-28,2026-06-03,Planned,259,36,Routine
MS-01023,U-001,Training,Base 01,2026-04-24,2026-05-09,Active,239,40,Routine
MS-01024,U-004,Transport,Base 04,2026-06-18,2026-06-22,Completed,258,22,High
MS-01025,U-004,Transport,Base 04,2026-03-26,2026-04-04,Active,152,21,High
MS-01026,U-016,Transport,Base 16,2025-09-26,2025-10-03,Planned,106,27,High
MS-01027,U-012,Support,Base 12,2026-03-01,2026-03-11,Completed,69,39,Critical
MS-01028,U-034,Support,Base 34,2025-04-21,2025-04-30,Active,116,19,Critical
MS-01029,U-056,Exercise,Base 56,2025-11-08,2025-11-14,Completed,112,38,Critical
MS-01030,U-055,Training,Base 55,2025-06-13,2025-06-21,Completed,252,7,Routine
MS-01031,U-024,Training,Base 24,2026-07-01,2026-07-03,Completed,31,5,Routine
MS-01032,U-014,Exercise,Base 14,2025-04-17,2025-04-21,Planned,272,34,High
MS-01033,U-005,Training,Base 05,2026-07-08,2026-07-19,Planned,256,35,Critical
MS-01034,U-055,Support,Base 55,2025-06-19,2025-06-20,Planned,49,30,High
MS-01035,U-010,Transport,Base 10,2025-11-24,2025-11-25,Active,22,28,Routine
MS-01036,U-041,Exercise,Base 41,2025-12-06,2025-12-16,Completed,229,26,Critical
MS-01037,U-026,Transport,Base 26,2025-01-04,2025-01-19,Active,233,35,Critical
MS-01038,U-002,Transport,Base 02,2025-07-06,2025-07-18,Completed,100,34,Critical
MS-01039,U-050,Support,Base 50,2026-04-12,2026-04-20,Planned,154,3,High
MS-01040,U-043,Transport,Base 43,2025-01-12,2025-01-27,Active,33,13,High
MS-01041,U-053,Training,Base 53,2025-05-04,2025-05-15,Active,273,30,Routine
MS-01042,U-013,Training,Base 13,2026-05-26,2026-06-08,Active,36,38,Routine
MS-01043,U-022,Support,Base 22,2025-08-18,2025-08-31,Active,79,39,Routine
MS-01044,U-022,Training,Base 22,2025-05-08,2025-05-13,Completed,30,18,Critical
MS-01045,U-024,Exercise,Base 24,2025-11-22,2025-11-25,Active,62,17,High
MS-01046,U-059,Transport,Base 59,2025-10-28,2025-11-11,Completed,81,24,High
MS-01047,U-023,Support,Base 23,2025-02-23,2025-03-09,Completed,70,22,Critical
MS-01048,U-046,Exercise,Base 46,2025-02-01,2025-02-09,Completed,283,16,Critical
MS-01049,U-010,Support,Base 10,2026-03-23,2026-04-06,Active,61,11,Routine
MS-01050,U-010,Transport,Base 10,2025-04-21,2025-05-04,Active,227,13,Routine
MS-01051,U-031,Training,Base 31,2026-03-12,2026-03-22,Completed,272,22,Critical
MS-01052,U-030,Training,Base 30,2025-04-17,2025-05-02,Planned,249,11,High
MS-01053,U-002,Training,Base 02,2025-01-28,2025-02-11,Planned,258,17,High
MS-01054,U-022,Training,Base 22,2026-06-12,2026-06-25,Planned,153,39,Critical
MS-01055,U-010,Exercise,Base 10,2025-08-04,2025-08-15,Completed,75,9,Routine
MS-01056,U-057,Exercise,Base 57,2026-07-26,2026-08-08,Completed,282,14,Routine
MS-01057,U-015,Training,Base 15,2025-12-04,2025-12-06,Planned,50,39,Critical
MS-01058,U-013,Training,Base 13,2026-02-24,2026-03-08,Active,267,28,High
MS-01059,U-033,Exercise,Base 33,2026-06-04,2026-06-13,Planned,142,31,High
MS-01060,U-002,Exercise,Base 02,2026-03-08,2026-03-19,Planned,250,6,Routine
MS-01061,U-023,Exercise,Base 23,2025-12-16,2025-12-31,Completed,196,36,High
MS-01062,U-037,Exercise,Base 37,2025-07-20,2025-08-02,Planned,265,36,Routine
MS-01063,U-054,Transport,Base 54,2026-03-06,2026-03-07,Planned,120,19,Critical
MS-01064,U-018,Support,Base 18,2025-11-11,2025-11-16,Active,113,35,Critical
MS-01065,U-022,Exercise,Base 22,2025-11-17,2025-11-18,Planned,253,30,Routine
MS-01066,U-032,Training,Base 32,2025-11-18,2025-11-25,Planned,146,22,High
MS-01067,U-038,Support,Base 38,2025-01-02,2025-01-16,Planned,279,6,Critical
MS-01068,U-028,Support,Base 28,2026-06-17,2026-06-20,Active,24,31,Critical
MS-01069,U-014,Training,Base 14,2026-07-21,2026-07-27,Completed,139,30,Routine
MS-01070,U-007,Support,Base 07,2025-05-06,2025-05-13,Planned,111,35,Critical
MS-01071,U-030,Support,Base 30,2025-05-20,2025-05-25,Planned,247,28,Routine
MS-01072,U-040,Transport,Base 40,2025-08-13,2025-08-27,Planned,273,32,Critical
MS-01073,U-044,Exercise,Base 44,2026-01-26,2026-01-28,Active,72,3,Critical
MS-01074,U-040,Training,Base 40,2026-07-01,2026-07-04,Completed,206,14,Routine
MS-01075,U-059,Transport,Base 59,2025-05-07,2025-05-20,Completed,74,36,Routine
MS-01076,U-050,Transport,Base 50,2026-02-04,2026-02-07,Active,253,9,Critical
MS-01077,U-001,Transport,Base 01,2026-02-17,2026-02-24,Completed,243,24,High
MS-01078,U-024,Transport,Base 24,2026-07-09,2026-07-10,Completed,114,39,Routine
MS-01079,U-042,Support,Base 42,2025-03-05,2025-03-19,Completed,156,39,High
MS-01080,U-013,Transport,Base 13,2026-03-11,2026-03-17,Completed,273,6,Routine
MS-01081,U-053,Support,Base 53,2025-03-22,2025-03-27,Planned,248,29,Critical
MS-01082,U-058,Exercise,Base 58,2025-11-05,2025-11-11,Completed,262,10,Routine
MS-01083,U-044,Exercise,Base 44,2025-09-11,2025-09-23,Planned,62,17,Critical
MS-01084,U-025,Support,Base 25,2026-06-23,2026-07-06,Planned,44,12,Critical
MS-01085,U-011,Training,Base 11,2026-08-14,2026-08-21,Completed,110,13,Routine
MS-01086,U-032,Exercise,Base 32,2025-03-28,2025-04-01,Completed,34,16,Routine
MS-01087,U-027,Transport,Base 27,2026-02-27,2026-03-13,Planned,167,40,Routine
MS-01088,U-032,Support,Base 32,2026-07-28,2026-08-04,Completed,266,19,High
MS-01089,U-032,Support,Base 32,2025-07-12,2025-07-17,Completed,251,9,Critical
MS-01090,U-059,Transport,Base 59,2025-12-05,2025-12-10,Planned,242,36,High
MS-01091,U-031,Training,Base 31,2025-06-11,2025-06-22,Completed,41,18,Routine
MS-01092,U-059,Exercise,Base 59,2025-06-28,2025-07-06,Completed,76,33,Routine
MS-01093,U-025,Transport,Base 25,2025-10-21,2025-10-26,Active,116,39,High
MS-01094,U-014,Transport,Base 14,2025-06-27,2025-07-05,Active,25,21,Routine
MS-01095,U-038,Transport,Base 38,2026-01-16,2026-01-28,Planned,158,32,Routine
MS-01096,U-011,Exercise,Base 11,2025-02-20,2025-02-28,Active,65,26,Critical
MS-01097,U-003,Exercise,Base 03,2026-07-04,2026-07-11,Planned,112,19,Routine
MS-01098,U-016,Training,Base 16,2026-05-01,2026-05-08,Planned,266,22,Routine
MS-01099,U-009,Support,Base 09,2026-08-05,2026-08-15,Active,265,23,Critical
MS-01100,U-037,Transport,Base 37,2025-02-22,2025-03-03,Planned,173,9,Critical
